coach,coach_id
Aaron Stamn,1315
Bob Karmelowicz,1316
Perry Carter,1317
Nick Williams,1318
Otis Smith,1319
Mike Ketchum,1320
Terry Shea,1321
Mike Solari,1322
Nate Wainright,1323
Pat Perles,1324
Ronnie Bradford,1325
Bill Bates,1326
John Pease,1327
Paul Haynes,1328
Gary Moeller,1329
Steve Shafer,1330
Russ Purnell,1331
Matt Griffin,1332
Mike Eubanks,1333
Johnny Cox,1334
Anthony Lomando,1335
Steve Ortmayer,1336
special projects – Mayur Chaudhari,1337
Ray Jackson,1338
Justin Rascati,1339
Jamar Cain,1340
Favian Upshaw,1341
Kay Dalton,1342
Hugh Campbell,1343
Ken Houston,1344
Joe Faragalli,1345
Ed Sidwell,1346
Chuck Banker,1347
Richie Petitbon,1348
Gene Stallings  Hank Kuhlmann,1349
Wayne Sevier,1350
Fred Graves,1351
Tommy Rees,1352
Clarence Shelmon,1353
Margie Smith,1354
Jon Robinson,1355
Craig Dickenson,1356
Andrew McClave,1357
Tim Brewster,1358
Dale Lindsey,1359
DelVaughn Alexander,1360
John Hadl,1361
Greg Gaines,1362
Chick Harris,1363
Steve Fairchild,1364
Hal Hunter,1365
Chris Turner,1366
Joe Avezzano,1367
Chris Griswold,1368
Justin Griffith,1369
Woodrow Lowe,1370
Mike Clark,1371
Robert Jenkins,1372
Sam Anno,1373
Marv Braden,1374
"Ken Norton, Jr.",1375
Nate Tice,1376
Carter Sheridan,1377
Marcus Lewis,1378
David Lippincott,1379
Robert Couch,1380
Declan Doyle,1381
Kenny Norton III,1382
Bill Johnson,1383
Zach Cable,1384
Ronnie Regula,1385
Jordan Salkin,1386
Frank Pollack,1387
Dan Pitcher,1388
Fredi Knighten,1389
Jordan Kovacs,1390
Gerald Chatman,1391
Brad Kragthorpe,1392
Jon Hoke,1393
Sean Magee,1394
Kevin Koch,1395
Alan Williams ; resigned on September 20,1396
Tyke Tolbert,1397
Chris Beatty,1398
Eric Washington,1399
Chris Morgan,1400
Brayden Coombs,1401
Amos Jones,1402
Mike Moon,1403
Jerry Montgomery,1404
Al Golden,1405
Phil Snow,1406
Matthew Delgado,1407
Matt Rhule,1408
EJ Barthel,1409
Linda O'Hora,1410
Richard Rodgers,1411
Drew Terrell,1412
Rob Dvoracek,1413
Mike Siravo,1414
Jody Owens,1415
Matt Lombardi,1416
Jeff Nixon,1417
Ricky Proehl,1418
Matthew Smiley,1419
Christian Taylor,1420
Scott Booker,1421
Kyle Shurmur,1422
Ken Dorsey,1423
Austin Gund,1424
John Butler,1425
Jeff Rodgers,1426
Bo Hardegree,1427
Carson Walch,1428
John Dunn,1429
Mark Helfrich,1430
Chris Jackson,1431
Jamie Kohl,1432
Brad Idzik,1433
Bobby Maffei,1434
Mayur Chaudhari,1435
Mike Bercovici,1436
Dean Petzing,1437
Daren Bates,1438
Tracy Smith,1439
Cedric Whitaker,1440
Duce Staley ; fired on November 27,1441
Frank Reich ; fired on November 27,1442
Kevin Peterson,1443
Keyshawn Colmon,1444
Logan Kilgore,1445
Brian Niedermeyer,1446
Jim Leonhard,1447
Zach Strief,1448
Davis Webb,1449
Steven Williams,1450
Brian Picucci,1451
Christopher Kragthorpe,1452
Phil Rauscher,1453
Brock Olivo,1454
Charles Gordon,1455
Brandon Fisher,1456
Dré Thompson,1457
August Mangin,1458
Kelvin Sheppard,1459
Justin Mesa,1460
Marques Tuiasosopo,1461
Hank Fraley,1462
Scottie Montgomery,1463
J. T. Barrett,1464
Wayne Blair,1465
Anthony Fabiano,1466
Jeff Anderson,1467
Ken Amato,1468
Ashton Grant,1469
Nick Charlton,1470
Ray Ventrone,1471
JJ Clark,1472
Rob Grosso,1473
Ryan Feder,1474
Evan Harrington,1475
Ramon Chinyoung,1476
Jeff Blasko,1477
Greg Ellis,1478
Darian Thompson,1479
Klayton Adams,1480
Sharrif Floyd,1481
Chris Horton,1482
Zachary Orr,1483
Sterling Lucas,1484
Keith Williams,1485
Eric Thatcher,1486
Adam Schrack,1487
Travis Switzer,1488
Matt Robinson,1489
Adrian White,1490
Dave Huxtable,1491
Patrick Kramer,1492
Dwayne Ledford,1493
T. J. Yates,1494
performance – Brian Ellis,1495
T. J. Weist,1496
John Egorugwu,1497
Clarence Brooks,1498
Jim Salgado,1499
Ryan Wendell,1500
Matt Worswick,1501
Jaylon Finner,1502
DJ Mangas,1503
Ken Dorsey ; fired after Week 10,1504
Chad Hall,1505
Jason Rebrovich,1506
Megan Rosburg,1507
Brendan Clark,1508
Chuck Smith,1509
Willie Taggart,1510
Daniel Stern,1511
Spencer Whipple,1512
Troy Rothenbuhler,1513
Ben Burress,1514
Tom Pratt,1515
Kevin Garver,1516
David Diaz–Infante,1517
Kenny Bell,1518
Alec Osborne,1519
Blaine Gautier,1520
Connor Senger,1521
Drew Petzing,1522
Mark Collins,1523
Brian VanGorder,1524
Andrew Weidinger,1525
Jim Dray,1526
Don Shumpert,1527
Steve Sarkisian,1528
Charlie Weis Jr.,1529
Jess Simpson,1530
Doug Mallory,1531
Tosh Lupoi,1532
Nick Edwards,1533
Andrew Thacker,1534
Ronald Booker,1535
Devin Bonik,1536
Jerry Sullivan and Don Shumpert,1537
Sean Kugler,1538
Brandon Schwab,1539
Jay Razzano,1540
Jeff Hafley,1541
Jeremiah Kolone,1542
Connor Lewis,1543
Adam Stenavich,1544
Sean Duggan,1545
Myles White,1546
Sean Mannion,1547
Jeff Koonz,1548
Anthony Pleasant,1549
Justin Hood,1550
Ruvell Martin,1551
Tim Zetts,1552
Maurice Drayton,1553
Ramsen Golpashin,1554
Akeem Dent,1555
Greg Landry,1556
Jim Dooley,1557
Jim LaRue,1558
Carlos Mainord,1559
Ron Turner,1560
Tony Wise,1561
Gary Crowton,1562
Charlie Joiner,1563
Mike Bajakian,1564
Lloyd Lee,1565
Gill Byrd,1566
Jim Colletto,1567
Eric Sutulovich,1568
Barry Switzer,1569
Joe Danna,1570
Derrick Nix,1571
Dedric Ward,1572
Pat Meyer,1573
Phil Zacharias,1574
Roy Anderson,1575
Lester Erb,1576
Turk Schonert,1577
DeMontie Cross,1578
