coach_a,coach_b,team,year,edge_weight,edge_type
738,694,New York Giants,2025,1,costaff
738,678,New York Giants,2025,1,costaff
738,740,New York Giants,2025,1,costaff
738,743,New York Giants,2025,1,costaff
738,744,New York Giants,2025,1,costaff
738,512,New York Giants,2025,1,costaff
739,694,New York Giants,2025,1,costaff
739,678,New York Giants,2025,1,costaff
739,740,New York Giants,2025,1,costaff
739,743,New York Giants,2025,1,costaff
739,744,New York Giants,2025,1,costaff
739,512,New York Giants,2025,1,costaff
694,678,New York Giants,2025,1,costaff
694,740,New York Giants,2025,1,costaff
694,743,New York Giants,2025,1,costaff
694,744,New York Giants,2025,1,costaff
694,512,New York Giants,2025,1,costaff
678,740,New York Giants,2025,1,costaff
678,743,New York Giants,2025,1,costaff
678,744,New York Giants,2025,1,costaff
678,512,New York Giants,2025,1,costaff
740,743,New York Giants,2025,1,costaff
740,744,New York Giants,2025,1,costaff
740,512,New York Giants,2025,1,costaff
743,744,New York Giants,2025,1,costaff
743,512,New York Giants,2025,1,costaff
744,512,New York Giants,2025,1,costaff
207,208,New York Jets,1980,1,costaff
211,60,New York Jets,1981,1,costaff
211,207,New York Jets,1981,1,costaff
60,207,New York Jets,1981,1,costaff
62,68,New York Jets,1985,1,costaff
62,60,New York Jets,1985,1,costaff
68,60,New York Jets,1985,1,costaff
62,68,New York Jets,1987,1,costaff
62,60,New York Jets,1987,1,costaff
68,60,New York Jets,1987,1,costaff
60,61,New York Jets,1988,1,costaff
60,62,New York Jets,1988,1,costaff
60,68,New York Jets,1988,1,costaff
61,62,New York Jets,1988,1,costaff
61,68,New York Jets,1988,1,costaff
62,68,New York Jets,1988,1,costaff
68,61,New York Jets,1989,1,costaff
68,75,New York Jets,1989,1,costaff
68,60,New York Jets,1989,1,costaff
61,75,New York Jets,1989,1,costaff
61,60,New York Jets,1989,1,costaff
75,60,New York Jets,1989,1,costaff
71,67,New York Jets,1990,1,costaff
71,63,New York Jets,1990,1,costaff
67,63,New York Jets,1990,1,costaff
63,66,New York Jets,1991,1,costaff
63,67,New York Jets,1991,1,costaff
66,67,New York Jets,1991,1,costaff
63,66,New York Jets,1992,1,costaff
63,67,New York Jets,1992,1,costaff
66,67,New York Jets,1992,1,costaff
63,66,New York Jets,1993,1,costaff
63,67,New York Jets,1993,1,costaff
66,67,New York Jets,1993,1,costaff
214,129,New York Jets,1994,1,costaff
214,215,New York Jets,1994,1,costaff
214,216,New York Jets,1994,1,costaff
214,67,New York Jets,1994,1,costaff
129,215,New York Jets,1994,1,costaff
129,216,New York Jets,1994,1,costaff
129,67,New York Jets,1994,1,costaff
215,216,New York Jets,1994,1,costaff
215,67,New York Jets,1994,1,costaff
216,67,New York Jets,1994,1,costaff
68,209,New York Jets,1995,1,costaff
68,210,New York Jets,1995,1,costaff
68,201,New York Jets,1995,1,costaff
209,210,New York Jets,1995,1,costaff
209,201,New York Jets,1995,1,costaff
210,201,New York Jets,1995,1,costaff
209,210,New York Jets,1996,1,costaff
209,57,New York Jets,1996,1,costaff
209,68,New York Jets,1996,1,costaff
210,57,New York Jets,1996,1,costaff
210,68,New York Jets,1996,1,costaff
57,68,New York Jets,1996,1,costaff
212,51,New York Jets,2000,1,costaff
212,117,New York Jets,2000,1,costaff
212,37,New York Jets,2000,1,costaff
51,117,New York Jets,2000,1,costaff
51,37,New York Jets,2000,1,costaff
117,37,New York Jets,2000,1,costaff
121,752,New York Jets,2001,1,costaff
121,304,New York Jets,2001,1,costaff
121,741,New York Jets,2001,1,costaff
121,742,New York Jets,2001,1,costaff
121,505,New York Jets,2001,1,costaff
752,304,New York Jets,2001,1,costaff
752,741,New York Jets,2001,1,costaff
752,742,New York Jets,2001,1,costaff
752,505,New York Jets,2001,1,costaff
304,741,New York Jets,2001,1,costaff
304,742,New York Jets,2001,1,costaff
304,505,New York Jets,2001,1,costaff
741,742,New York Jets,2001,1,costaff
741,505,New York Jets,2001,1,costaff
742,505,New York Jets,2001,1,costaff
741,742,New York Jets,2002,1,costaff
741,34,New York Jets,2002,1,costaff
741,121,New York Jets,2002,1,costaff
741,505,New York Jets,2002,1,costaff
741,304,New York Jets,2002,1,costaff
741,752,New York Jets,2002,1,costaff
742,34,New York Jets,2002,1,costaff
742,121,New York Jets,2002,1,costaff
742,505,New York Jets,2002,1,costaff
742,304,New York Jets,2002,1,costaff
742,752,New York Jets,2002,1,costaff
34,121,New York Jets,2002,1,costaff
34,505,New York Jets,2002,1,costaff
34,304,New York Jets,2002,1,costaff
34,752,New York Jets,2002,1,costaff
121,505,New York Jets,2002,1,costaff
121,304,New York Jets,2002,1,costaff
121,752,New York Jets,2002,1,costaff
505,304,New York Jets,2002,1,costaff
505,752,New York Jets,2002,1,costaff
304,752,New York Jets,2002,1,costaff
505,752,New York Jets,2003,1,costaff
505,304,New York Jets,2003,1,costaff
505,975,New York Jets,2003,1,costaff
505,974,New York Jets,2003,1,costaff
505,34,New York Jets,2003,1,costaff
505,121,New York Jets,2003,1,costaff
752,304,New York Jets,2003,1,costaff
752,975,New York Jets,2003,1,costaff
752,974,New York Jets,2003,1,costaff
752,34,New York Jets,2003,1,costaff
752,121,New York Jets,2003,1,costaff
304,975,New York Jets,2003,1,costaff
304,974,New York Jets,2003,1,costaff
304,34,New York Jets,2003,1,costaff
304,121,New York Jets,2003,1,costaff
975,974,New York Jets,2003,1,costaff
975,34,New York Jets,2003,1,costaff
975,121,New York Jets,2003,1,costaff
974,34,New York Jets,2003,1,costaff
974,121,New York Jets,2003,1,costaff
34,121,New York Jets,2003,1,costaff
974,121,New York Jets,2004,1,costaff
974,752,New York Jets,2004,1,costaff
974,505,New York Jets,2004,1,costaff
974,1161,New York Jets,2004,1,costaff
121,752,New York Jets,2004,1,costaff
121,505,New York Jets,2004,1,costaff
121,1161,New York Jets,2004,1,costaff
752,505,New York Jets,2004,1,costaff
752,1161,New York Jets,2004,1,costaff
505,1161,New York Jets,2004,1,costaff
1207,1161,New York Jets,2005,1,costaff
1207,974,New York Jets,2005,1,costaff
1207,415,New York Jets,2005,1,costaff
1207,752,New York Jets,2005,1,costaff
1207,505,New York Jets,2005,1,costaff
1161,974,New York Jets,2005,1,costaff
1161,415,New York Jets,2005,1,costaff
1161,752,New York Jets,2005,1,costaff
1161,505,New York Jets,2005,1,costaff
974,415,New York Jets,2005,1,costaff
974,752,New York Jets,2005,1,costaff
974,505,New York Jets,2005,1,costaff
415,752,New York Jets,2005,1,costaff
415,505,New York Jets,2005,1,costaff
752,505,New York Jets,2005,1,costaff
749,875,New York Jets,2006,1,costaff
749,125,New York Jets,2006,1,costaff
749,230,New York Jets,2006,1,costaff
749,461,New York Jets,2006,1,costaff
749,752,New York Jets,2006,1,costaff
875,125,New York Jets,2006,1,costaff
875,230,New York Jets,2006,1,costaff
875,461,New York Jets,2006,1,costaff
875,752,New York Jets,2006,1,costaff
125,230,New York Jets,2006,1,costaff
125,461,New York Jets,2006,1,costaff
125,752,New York Jets,2006,1,costaff
230,461,New York Jets,2006,1,costaff
230,752,New York Jets,2006,1,costaff
461,752,New York Jets,2006,1,costaff
752,461,New York Jets,2007,1,costaff
752,749,New York Jets,2007,1,costaff
752,750,New York Jets,2007,1,costaff
752,125,New York Jets,2007,1,costaff
752,230,New York Jets,2007,1,costaff
461,749,New York Jets,2007,1,costaff
461,750,New York Jets,2007,1,costaff
461,125,New York Jets,2007,1,costaff
461,230,New York Jets,2007,1,costaff
749,750,New York Jets,2007,1,costaff
749,125,New York Jets,2007,1,costaff
749,230,New York Jets,2007,1,costaff
750,125,New York Jets,2007,1,costaff
750,230,New York Jets,2007,1,costaff
125,230,New York Jets,2007,1,costaff
125,753,New York Jets,2008,1,costaff
125,230,New York Jets,2008,1,costaff
125,750,New York Jets,2008,1,costaff
125,932,New York Jets,2008,1,costaff
125,749,New York Jets,2008,1,costaff
125,504,New York Jets,2008,1,costaff
125,461,New York Jets,2008,1,costaff
753,230,New York Jets,2008,1,costaff
753,750,New York Jets,2008,1,costaff
753,932,New York Jets,2008,1,costaff
753,749,New York Jets,2008,1,costaff
753,504,New York Jets,2008,1,costaff
753,461,New York Jets,2008,1,costaff
230,750,New York Jets,2008,1,costaff
230,932,New York Jets,2008,1,costaff
230,749,New York Jets,2008,1,costaff
230,504,New York Jets,2008,1,costaff
230,461,New York Jets,2008,1,costaff
750,932,New York Jets,2008,1,costaff
750,749,New York Jets,2008,1,costaff
750,504,New York Jets,2008,1,costaff
750,461,New York Jets,2008,1,costaff
932,749,New York Jets,2008,1,costaff
932,504,New York Jets,2008,1,costaff
932,461,New York Jets,2008,1,costaff
749,504,New York Jets,2008,1,costaff
749,461,New York Jets,2008,1,costaff
504,461,New York Jets,2008,1,costaff
125,750,New York Jets,2009,1,costaff
125,1192,New York Jets,2009,1,costaff
125,748,New York Jets,2009,1,costaff
125,753,New York Jets,2009,1,costaff
125,752,New York Jets,2009,1,costaff
125,729,New York Jets,2009,1,costaff
750,1192,New York Jets,2009,1,costaff
750,748,New York Jets,2009,1,costaff
750,753,New York Jets,2009,1,costaff
750,752,New York Jets,2009,1,costaff
750,729,New York Jets,2009,1,costaff
1192,748,New York Jets,2009,1,costaff
1192,753,New York Jets,2009,1,costaff
1192,752,New York Jets,2009,1,costaff
1192,729,New York Jets,2009,1,costaff
748,753,New York Jets,2009,1,costaff
748,752,New York Jets,2009,1,costaff
748,729,New York Jets,2009,1,costaff
753,752,New York Jets,2009,1,costaff
753,729,New York Jets,2009,1,costaff
752,729,New York Jets,2009,1,costaff
752,748,New York Jets,2010,1,costaff
752,125,New York Jets,2010,1,costaff
752,753,New York Jets,2010,1,costaff
752,729,New York Jets,2010,1,costaff
748,125,New York Jets,2010,1,costaff
748,753,New York Jets,2010,1,costaff
748,729,New York Jets,2010,1,costaff
125,753,New York Jets,2010,1,costaff
125,729,New York Jets,2010,1,costaff
753,729,New York Jets,2010,1,costaff
752,750,New York Jets,2011,1,costaff
752,748,New York Jets,2011,1,costaff
752,754,New York Jets,2011,1,costaff
752,125,New York Jets,2011,1,costaff
752,753,New York Jets,2011,1,costaff
752,729,New York Jets,2011,1,costaff
750,748,New York Jets,2011,1,costaff
750,754,New York Jets,2011,1,costaff
750,125,New York Jets,2011,1,costaff
750,753,New York Jets,2011,1,costaff
750,729,New York Jets,2011,1,costaff
748,754,New York Jets,2011,1,costaff
748,125,New York Jets,2011,1,costaff
748,753,New York Jets,2011,1,costaff
748,729,New York Jets,2011,1,costaff
754,125,New York Jets,2011,1,costaff
754,753,New York Jets,2011,1,costaff
754,729,New York Jets,2011,1,costaff
125,753,New York Jets,2011,1,costaff
125,729,New York Jets,2011,1,costaff
753,729,New York Jets,2011,1,costaff
748,288,New York Jets,2012,1,costaff
748,749,New York Jets,2012,1,costaff
748,729,New York Jets,2012,1,costaff
748,750,New York Jets,2012,1,costaff
748,751,New York Jets,2012,1,costaff
748,752,New York Jets,2012,1,costaff
288,749,New York Jets,2012,1,costaff
288,729,New York Jets,2012,1,costaff
288,750,New York Jets,2012,1,costaff
288,751,New York Jets,2012,1,costaff
288,752,New York Jets,2012,1,costaff
749,729,New York Jets,2012,1,costaff
749,750,New York Jets,2012,1,costaff
749,751,New York Jets,2012,1,costaff
749,752,New York Jets,2012,1,costaff
729,750,New York Jets,2012,1,costaff
729,751,New York Jets,2012,1,costaff
729,752,New York Jets,2012,1,costaff
750,751,New York Jets,2012,1,costaff
750,752,New York Jets,2012,1,costaff
751,752,New York Jets,2012,1,costaff
591,660,New York Jets,2013,1,costaff
591,730,New York Jets,2013,1,costaff
591,193,New York Jets,2013,1,costaff
591,546,New York Jets,2013,1,costaff
591,729,New York Jets,2013,1,costaff
660,730,New York Jets,2013,1,costaff
660,193,New York Jets,2013,1,costaff
660,546,New York Jets,2013,1,costaff
660,729,New York Jets,2013,1,costaff
730,193,New York Jets,2013,1,costaff
730,546,New York Jets,2013,1,costaff
730,729,New York Jets,2013,1,costaff
193,546,New York Jets,2013,1,costaff
193,729,New York Jets,2013,1,costaff
546,729,New York Jets,2013,1,costaff
727,193,New York Jets,2014,1,costaff
727,728,New York Jets,2014,1,costaff
727,546,New York Jets,2014,1,costaff
727,729,New York Jets,2014,1,costaff
727,730,New York Jets,2014,1,costaff
727,674,New York Jets,2014,1,costaff
193,728,New York Jets,2014,1,costaff
193,546,New York Jets,2014,1,costaff
193,729,New York Jets,2014,1,costaff
193,730,New York Jets,2014,1,costaff
193,674,New York Jets,2014,1,costaff
728,546,New York Jets,2014,1,costaff
728,729,New York Jets,2014,1,costaff
728,730,New York Jets,2014,1,costaff
728,674,New York Jets,2014,1,costaff
546,729,New York Jets,2014,1,costaff
546,730,New York Jets,2014,1,costaff
546,674,New York Jets,2014,1,costaff
729,730,New York Jets,2014,1,costaff
729,674,New York Jets,2014,1,costaff
730,674,New York Jets,2014,1,costaff
721,720,New York Jets,2015,1,costaff
721,725,New York Jets,2015,1,costaff
721,168,New York Jets,2015,1,costaff
721,644,New York Jets,2015,1,costaff
721,289,New York Jets,2015,1,costaff
720,725,New York Jets,2015,1,costaff
720,168,New York Jets,2015,1,costaff
720,644,New York Jets,2015,1,costaff
720,289,New York Jets,2015,1,costaff
725,168,New York Jets,2015,1,costaff
725,644,New York Jets,2015,1,costaff
725,289,New York Jets,2015,1,costaff
168,644,New York Jets,2015,1,costaff
168,289,New York Jets,2015,1,costaff
644,289,New York Jets,2015,1,costaff
289,644,New York Jets,2016,1,costaff
289,168,New York Jets,2016,1,costaff
289,724,New York Jets,2016,1,costaff
289,726,New York Jets,2016,1,costaff
289,720,New York Jets,2016,1,costaff
289,725,New York Jets,2016,1,costaff
644,168,New York Jets,2016,1,costaff
644,724,New York Jets,2016,1,costaff
644,726,New York Jets,2016,1,costaff
644,720,New York Jets,2016,1,costaff
644,725,New York Jets,2016,1,costaff
168,724,New York Jets,2016,1,costaff
168,726,New York Jets,2016,1,costaff
168,720,New York Jets,2016,1,costaff
168,725,New York Jets,2016,1,costaff
724,726,New York Jets,2016,1,costaff
724,720,New York Jets,2016,1,costaff
724,725,New York Jets,2016,1,costaff
726,720,New York Jets,2016,1,costaff
726,725,New York Jets,2016,1,costaff
720,725,New York Jets,2016,1,costaff
85,644,New York Jets,2017,1,costaff
85,289,New York Jets,2017,1,costaff
85,720,New York Jets,2017,1,costaff
85,722,New York Jets,2017,1,costaff
85,724,New York Jets,2017,1,costaff
85,725,New York Jets,2017,1,costaff
85,726,New York Jets,2017,1,costaff
644,289,New York Jets,2017,1,costaff
644,720,New York Jets,2017,1,costaff
644,722,New York Jets,2017,1,costaff
644,724,New York Jets,2017,1,costaff
644,725,New York Jets,2017,1,costaff
644,726,New York Jets,2017,1,costaff
289,720,New York Jets,2017,1,costaff
289,722,New York Jets,2017,1,costaff
289,724,New York Jets,2017,1,costaff
289,725,New York Jets,2017,1,costaff
289,726,New York Jets,2017,1,costaff
720,722,New York Jets,2017,1,costaff
720,724,New York Jets,2017,1,costaff
720,725,New York Jets,2017,1,costaff
720,726,New York Jets,2017,1,costaff
722,724,New York Jets,2017,1,costaff
722,725,New York Jets,2017,1,costaff
722,726,New York Jets,2017,1,costaff
724,725,New York Jets,2017,1,costaff
724,726,New York Jets,2017,1,costaff
725,726,New York Jets,2017,1,costaff
724,726,New York Jets,2018,1,costaff
724,725,New York Jets,2018,1,costaff
724,720,New York Jets,2018,1,costaff
724,722,New York Jets,2018,1,costaff
724,411,New York Jets,2018,1,costaff
724,430,New York Jets,2018,1,costaff
724,644,New York Jets,2018,1,costaff
724,289,New York Jets,2018,1,costaff
726,725,New York Jets,2018,1,costaff
726,720,New York Jets,2018,1,costaff
726,722,New York Jets,2018,1,costaff
726,411,New York Jets,2018,1,costaff
726,430,New York Jets,2018,1,costaff
726,644,New York Jets,2018,1,costaff
726,289,New York Jets,2018,1,costaff
725,720,New York Jets,2018,1,costaff
725,722,New York Jets,2018,1,costaff
725,411,New York Jets,2018,1,costaff
725,430,New York Jets,2018,1,costaff
725,644,New York Jets,2018,1,costaff
725,289,New York Jets,2018,1,costaff
720,722,New York Jets,2018,1,costaff
720,411,New York Jets,2018,1,costaff
720,430,New York Jets,2018,1,costaff
720,644,New York Jets,2018,1,costaff
720,289,New York Jets,2018,1,costaff
722,411,New York Jets,2018,1,costaff
722,430,New York Jets,2018,1,costaff
722,644,New York Jets,2018,1,costaff
722,289,New York Jets,2018,1,costaff
411,430,New York Jets,2018,1,costaff
411,644,New York Jets,2018,1,costaff
411,289,New York Jets,2018,1,costaff
430,644,New York Jets,2018,1,costaff
430,289,New York Jets,2018,1,costaff
644,289,New York Jets,2018,1,costaff
1136,671,New York Jets,2019,1,costaff
1136,47,New York Jets,2019,1,costaff
1136,1193,New York Jets,2019,1,costaff
1136,588,New York Jets,2019,1,costaff
1136,614,New York Jets,2019,1,costaff
1136,848,New York Jets,2019,1,costaff
1136,1194,New York Jets,2019,1,costaff
1136,724,New York Jets,2019,1,costaff
671,47,New York Jets,2019,1,costaff
671,1193,New York Jets,2019,1,costaff
671,588,New York Jets,2019,1,costaff
671,614,New York Jets,2019,1,costaff
671,848,New York Jets,2019,1,costaff
671,1194,New York Jets,2019,1,costaff
671,724,New York Jets,2019,1,costaff
47,1193,New York Jets,2019,1,costaff
47,588,New York Jets,2019,1,costaff
47,614,New York Jets,2019,1,costaff
47,848,New York Jets,2019,1,costaff
47,1194,New York Jets,2019,1,costaff
47,724,New York Jets,2019,1,costaff
1193,588,New York Jets,2019,1,costaff
1193,614,New York Jets,2019,1,costaff
1193,848,New York Jets,2019,1,costaff
1193,1194,New York Jets,2019,1,costaff
1193,724,New York Jets,2019,1,costaff
588,614,New York Jets,2019,1,costaff
588,848,New York Jets,2019,1,costaff
588,1194,New York Jets,2019,1,costaff
588,724,New York Jets,2019,1,costaff
614,848,New York Jets,2019,1,costaff
614,1194,New York Jets,2019,1,costaff
614,724,New York Jets,2019,1,costaff
848,1194,New York Jets,2019,1,costaff
848,724,New York Jets,2019,1,costaff
1194,724,New York Jets,2019,1,costaff
1195,671,New York Jets,2020,1,costaff
1195,1201,New York Jets,2020,1,costaff
1195,588,New York Jets,2020,1,costaff
1195,614,New York Jets,2020,1,costaff
1195,1136,New York Jets,2020,1,costaff
1195,848,New York Jets,2020,1,costaff
1195,724,New York Jets,2020,1,costaff
671,1201,New York Jets,2020,1,costaff
671,588,New York Jets,2020,1,costaff
671,614,New York Jets,2020,1,costaff
671,1136,New York Jets,2020,1,costaff
671,848,New York Jets,2020,1,costaff
671,724,New York Jets,2020,1,costaff
1201,588,New York Jets,2020,1,costaff
1201,614,New York Jets,2020,1,costaff
1201,1136,New York Jets,2020,1,costaff
1201,848,New York Jets,2020,1,costaff
1201,724,New York Jets,2020,1,costaff
588,614,New York Jets,2020,1,costaff
588,1136,New York Jets,2020,1,costaff
588,848,New York Jets,2020,1,costaff
588,724,New York Jets,2020,1,costaff
614,1136,New York Jets,2020,1,costaff
614,848,New York Jets,2020,1,costaff
614,724,New York Jets,2020,1,costaff
1136,848,New York Jets,2020,1,costaff
1136,724,New York Jets,2020,1,costaff
848,724,New York Jets,2020,1,costaff
724,1195,New York Jets,2021,1,costaff
724,734,New York Jets,2021,1,costaff
724,1202,New York Jets,2021,1,costaff
724,736,New York Jets,2021,1,costaff
724,1189,New York Jets,2021,1,costaff
724,1203,New York Jets,2021,1,costaff
724,1075,New York Jets,2021,1,costaff
724,1204,New York Jets,2021,1,costaff
724,483,New York Jets,2021,1,costaff
1195,734,New York Jets,2021,1,costaff
1195,1202,New York Jets,2021,1,costaff
1195,736,New York Jets,2021,1,costaff
1195,1189,New York Jets,2021,1,costaff
1195,1203,New York Jets,2021,1,costaff
1195,1075,New York Jets,2021,1,costaff
1195,1204,New York Jets,2021,1,costaff
1195,483,New York Jets,2021,1,costaff
734,1202,New York Jets,2021,1,costaff
734,736,New York Jets,2021,1,costaff
734,1189,New York Jets,2021,1,costaff
734,1203,New York Jets,2021,1,costaff
734,1075,New York Jets,2021,1,costaff
734,1204,New York Jets,2021,1,costaff
734,483,New York Jets,2021,1,costaff
1202,736,New York Jets,2021,1,costaff
1202,1189,New York Jets,2021,1,costaff
1202,1203,New York Jets,2021,1,costaff
1202,1075,New York Jets,2021,1,costaff
1202,1204,New York Jets,2021,1,costaff
1202,483,New York Jets,2021,1,costaff
736,1189,New York Jets,2021,1,costaff
736,1203,New York Jets,2021,1,costaff
736,1075,New York Jets,2021,1,costaff
736,1204,New York Jets,2021,1,costaff
736,483,New York Jets,2021,1,costaff
1189,1203,New York Jets,2021,1,costaff
1189,1075,New York Jets,2021,1,costaff
1189,1204,New York Jets,2021,1,costaff
1189,483,New York Jets,2021,1,costaff
1203,1075,New York Jets,2021,1,costaff
1203,1204,New York Jets,2021,1,costaff
1203,483,New York Jets,2021,1,costaff
1075,1204,New York Jets,2021,1,costaff
1075,483,New York Jets,2021,1,costaff
1204,483,New York Jets,2021,1,costaff
734,736,New York Jets,2022,1,costaff
734,1203,New York Jets,2022,1,costaff
734,1075,New York Jets,2022,1,costaff
734,483,New York Jets,2022,1,costaff
734,1283,New York Jets,2022,1,costaff
734,724,New York Jets,2022,1,costaff
736,1203,New York Jets,2022,1,costaff
736,1075,New York Jets,2022,1,costaff
736,483,New York Jets,2022,1,costaff
736,1283,New York Jets,2022,1,costaff
736,724,New York Jets,2022,1,costaff
1203,1075,New York Jets,2022,1,costaff
1203,483,New York Jets,2022,1,costaff
1203,1283,New York Jets,2022,1,costaff
1203,724,New York Jets,2022,1,costaff
1075,483,New York Jets,2022,1,costaff
1075,1283,New York Jets,2022,1,costaff
1075,724,New York Jets,2022,1,costaff
483,1283,New York Jets,2022,1,costaff
483,724,New York Jets,2022,1,costaff
1283,724,New York Jets,2022,1,costaff
439,723,New York Jets,2023,1,costaff
439,483,New York Jets,2023,1,costaff
439,486,New York Jets,2023,1,costaff
439,724,New York Jets,2023,1,costaff
439,735,New York Jets,2023,1,costaff
439,734,New York Jets,2023,1,costaff
439,736,New York Jets,2023,1,costaff
439,733,New York Jets,2023,1,costaff
723,483,New York Jets,2023,1,costaff
723,486,New York Jets,2023,1,costaff
723,724,New York Jets,2023,1,costaff
723,735,New York Jets,2023,1,costaff
723,734,New York Jets,2023,1,costaff
723,736,New York Jets,2023,1,costaff
723,733,New York Jets,2023,1,costaff
483,486,New York Jets,2023,1,costaff
483,724,New York Jets,2023,1,costaff
483,735,New York Jets,2023,1,costaff
483,734,New York Jets,2023,1,costaff
483,736,New York Jets,2023,1,costaff
483,733,New York Jets,2023,1,costaff
486,724,New York Jets,2023,1,costaff
486,735,New York Jets,2023,1,costaff
486,734,New York Jets,2023,1,costaff
486,736,New York Jets,2023,1,costaff
486,733,New York Jets,2023,1,costaff
724,735,New York Jets,2023,1,costaff
724,734,New York Jets,2023,1,costaff
724,736,New York Jets,2023,1,costaff
724,733,New York Jets,2023,1,costaff
735,734,New York Jets,2023,1,costaff
735,736,New York Jets,2023,1,costaff
735,733,New York Jets,2023,1,costaff
734,736,New York Jets,2023,1,costaff
734,733,New York Jets,2023,1,costaff
736,733,New York Jets,2023,1,costaff
731,724,New York Jets,2024,1,costaff
731,732,New York Jets,2024,1,costaff
731,733,New York Jets,2024,1,costaff
731,486,New York Jets,2024,1,costaff
731,439,New York Jets,2024,1,costaff
731,723,New York Jets,2024,1,costaff
731,734,New York Jets,2024,1,costaff
731,483,New York Jets,2024,1,costaff
724,732,New York Jets,2024,1,costaff
724,733,New York Jets,2024,1,costaff
724,486,New York Jets,2024,1,costaff
724,439,New York Jets,2024,1,costaff
724,723,New York Jets,2024,1,costaff
724,734,New York Jets,2024,1,costaff
724,483,New York Jets,2024,1,costaff
732,733,New York Jets,2024,1,costaff
732,486,New York Jets,2024,1,costaff
732,439,New York Jets,2024,1,costaff
732,723,New York Jets,2024,1,costaff
732,734,New York Jets,2024,1,costaff
732,483,New York Jets,2024,1,costaff
733,486,New York Jets,2024,1,costaff
733,439,New York Jets,2024,1,costaff
733,723,New York Jets,2024,1,costaff
733,734,New York Jets,2024,1,costaff
733,483,New York Jets,2024,1,costaff
486,439,New York Jets,2024,1,costaff
486,723,New York Jets,2024,1,costaff
486,734,New York Jets,2024,1,costaff
486,483,New York Jets,2024,1,costaff
439,723,New York Jets,2024,1,costaff
439,734,New York Jets,2024,1,costaff
439,483,New York Jets,2024,1,costaff
723,734,New York Jets,2024,1,costaff
723,483,New York Jets,2024,1,costaff
734,483,New York Jets,2024,1,costaff
1196,1197,New York Jets,2025,1,costaff
1196,1198,New York Jets,2025,1,costaff
1196,1199,New York Jets,2025,1,costaff
1196,1200,New York Jets,2025,1,costaff
1196,733,New York Jets,2025,1,costaff
1196,821,New York Jets,2025,1,costaff
1197,1198,New York Jets,2025,1,costaff
1197,1199,New York Jets,2025,1,costaff
1197,1200,New York Jets,2025,1,costaff
1197,733,New York Jets,2025,1,costaff
1197,821,New York Jets,2025,1,costaff
1198,1199,New York Jets,2025,1,costaff
1198,1200,New York Jets,2025,1,costaff
1198,733,New York Jets,2025,1,costaff
1198,821,New York Jets,2025,1,costaff
1199,1200,New York Jets,2025,1,costaff
1199,733,New York Jets,2025,1,costaff
1199,821,New York Jets,2025,1,costaff
1200,733,New York Jets,2025,1,costaff
1200,821,New York Jets,2025,1,costaff
733,821,New York Jets,2025,1,costaff
128,202,Philadelphia Eagles,1980,1,costaff
202,128,Philadelphia Eagles,1981,1,costaff
202,128,Philadelphia Eagles,1982,1,costaff
202,213,Philadelphia Eagles,1983,1,costaff
202,204,Philadelphia Eagles,1983,1,costaff
213,204,Philadelphia Eagles,1983,1,costaff
202,203,Philadelphia Eagles,1984,1,costaff
202,204,Philadelphia Eagles,1984,1,costaff
203,204,Philadelphia Eagles,1984,1,costaff
202,203,Philadelphia Eagles,1985,1,costaff
202,204,Philadelphia Eagles,1985,1,costaff
203,204,Philadelphia Eagles,1985,1,costaff
21,198,Philadelphia Eagles,1986,1,costaff
21,199,Philadelphia Eagles,1986,1,costaff
198,199,Philadelphia Eagles,1986,1,costaff
21,198,Philadelphia Eagles,1987,1,costaff
21,199,Philadelphia Eagles,1987,1,costaff
198,199,Philadelphia Eagles,1987,1,costaff
21,198,Philadelphia Eagles,1988,1,costaff
21,199,Philadelphia Eagles,1988,1,costaff
198,199,Philadelphia Eagles,1988,1,costaff
206,19,Philadelphia Eagles,1989,1,costaff
206,198,Philadelphia Eagles,1989,1,costaff
206,199,Philadelphia Eagles,1989,1,costaff
19,198,Philadelphia Eagles,1989,1,costaff
19,199,Philadelphia Eagles,1989,1,costaff
198,199,Philadelphia Eagles,1989,1,costaff
206,68,Philadelphia Eagles,1990,1,costaff
206,199,Philadelphia Eagles,1990,1,costaff
68,199,Philadelphia Eagles,1990,1,costaff
139,62,Philadelphia Eagles,1991,1,costaff
139,68,Philadelphia Eagles,1991,1,costaff
62,68,Philadelphia Eagles,1991,1,costaff
120,139,Philadelphia Eagles,1992,1,costaff
120,62,Philadelphia Eagles,1992,1,costaff
120,68,Philadelphia Eagles,1992,1,costaff
139,62,Philadelphia Eagles,1992,1,costaff
139,68,Philadelphia Eagles,1992,1,costaff
62,68,Philadelphia Eagles,1992,1,costaff
139,62,Philadelphia Eagles,1993,1,costaff
139,200,Philadelphia Eagles,1993,1,costaff
139,201,Philadelphia Eagles,1993,1,costaff
139,68,Philadelphia Eagles,1993,1,costaff
139,120,Philadelphia Eagles,1993,1,costaff
62,200,Philadelphia Eagles,1993,1,costaff
62,201,Philadelphia Eagles,1993,1,costaff
62,68,Philadelphia Eagles,1993,1,costaff
62,120,Philadelphia Eagles,1993,1,costaff
200,201,Philadelphia Eagles,1993,1,costaff
200,68,Philadelphia Eagles,1993,1,costaff
200,120,Philadelphia Eagles,1993,1,costaff
201,68,Philadelphia Eagles,1993,1,costaff
