coach_a,coach_b,team,year,edge_weight,edge_type
248,562,Arizona Cardinals,1980,1,costaff
248,607,Arizona Cardinals,1980,1,costaff
562,607,Arizona Cardinals,1980,1,costaff
607,248,Arizona Cardinals,1981,1,costaff
607,562,Arizona Cardinals,1981,1,costaff
248,562,Arizona Cardinals,1981,1,costaff
607,562,Arizona Cardinals,1982,1,costaff
607,248,Arizona Cardinals,1982,1,costaff
607,518,Arizona Cardinals,1982,1,costaff
562,248,Arizona Cardinals,1982,1,costaff
562,518,Arizona Cardinals,1982,1,costaff
248,518,Arizona Cardinals,1982,1,costaff
562,1347,Arizona Cardinals,1983,1,costaff
562,248,Arizona Cardinals,1983,1,costaff
562,518,Arizona Cardinals,1983,1,costaff
562,357,Arizona Cardinals,1983,1,costaff
562,607,Arizona Cardinals,1983,1,costaff
1347,248,Arizona Cardinals,1983,1,costaff
1347,518,Arizona Cardinals,1983,1,costaff
1347,357,Arizona Cardinals,1983,1,costaff
1347,607,Arizona Cardinals,1983,1,costaff
248,518,Arizona Cardinals,1983,1,costaff
248,357,Arizona Cardinals,1983,1,costaff
248,607,Arizona Cardinals,1983,1,costaff
518,357,Arizona Cardinals,1983,1,costaff
518,607,Arizona Cardinals,1983,1,costaff
357,607,Arizona Cardinals,1983,1,costaff
1347,248,Arizona Cardinals,1984,1,costaff
1347,518,Arizona Cardinals,1984,1,costaff
1347,357,Arizona Cardinals,1984,1,costaff
1347,562,Arizona Cardinals,1984,1,costaff
1347,607,Arizona Cardinals,1984,1,costaff
248,518,Arizona Cardinals,1984,1,costaff
248,357,Arizona Cardinals,1984,1,costaff
248,562,Arizona Cardinals,1984,1,costaff
248,607,Arizona Cardinals,1984,1,costaff
518,357,Arizona Cardinals,1984,1,costaff
518,562,Arizona Cardinals,1984,1,costaff
518,607,Arizona Cardinals,1984,1,costaff
357,562,Arizona Cardinals,1984,1,costaff
357,607,Arizona Cardinals,1984,1,costaff
562,607,Arizona Cardinals,1984,1,costaff
607,562,Arizona Cardinals,1985,1,costaff
607,566,Arizona Cardinals,1985,1,costaff
607,518,Arizona Cardinals,1985,1,costaff
562,566,Arizona Cardinals,1985,1,costaff
562,518,Arizona Cardinals,1985,1,costaff
566,518,Arizona Cardinals,1985,1,costaff
562,240,Arizona Cardinals,1986,1,costaff
562,563,Arizona Cardinals,1986,1,costaff
240,563,Arizona Cardinals,1986,1,costaff
562,240,Arizona Cardinals,1987,1,costaff
562,563,Arizona Cardinals,1987,1,costaff
240,563,Arizona Cardinals,1987,1,costaff
562,240,Arizona Cardinals,1988,1,costaff
562,563,Arizona Cardinals,1988,1,costaff
240,563,Arizona Cardinals,1988,1,costaff
562,240,Arizona Cardinals,1989,1,costaff
562,1349,Arizona Cardinals,1989,1,costaff
240,1349,Arizona Cardinals,1989,1,costaff
134,387,Arizona Cardinals,1990,1,costaff
134,106,Arizona Cardinals,1990,1,costaff
134,111,Arizona Cardinals,1990,1,costaff
387,106,Arizona Cardinals,1990,1,costaff
387,111,Arizona Cardinals,1990,1,costaff
106,111,Arizona Cardinals,1990,1,costaff
387,545,Arizona Cardinals,1991,1,costaff
387,111,Arizona Cardinals,1991,1,costaff
387,134,Arizona Cardinals,1991,1,costaff
545,111,Arizona Cardinals,1991,1,costaff
545,134,Arizona Cardinals,1991,1,costaff
111,134,Arizona Cardinals,1991,1,costaff
387,545,Arizona Cardinals,1992,1,costaff
387,111,Arizona Cardinals,1992,1,costaff
387,134,Arizona Cardinals,1992,1,costaff
545,111,Arizona Cardinals,1992,1,costaff
545,134,Arizona Cardinals,1992,1,costaff
111,134,Arizona Cardinals,1992,1,costaff
387,545,Arizona Cardinals,1993,1,costaff
387,111,Arizona Cardinals,1993,1,costaff
387,134,Arizona Cardinals,1993,1,costaff
545,111,Arizona Cardinals,1993,1,costaff
545,134,Arizona Cardinals,1993,1,costaff
111,134,Arizona Cardinals,1993,1,costaff
564,565,Arizona Cardinals,1994,1,costaff
564,255,Arizona Cardinals,1994,1,costaff
564,199,Arizona Cardinals,1994,1,costaff
565,255,Arizona Cardinals,1994,1,costaff
565,199,Arizona Cardinals,1994,1,costaff
255,199,Arizona Cardinals,1994,1,costaff
564,255,Arizona Cardinals,1995,1,costaff
564,199,Arizona Cardinals,1995,1,costaff
255,199,Arizona Cardinals,1995,1,costaff
503,65,Arizona Cardinals,1996,1,costaff
503,327,Arizona Cardinals,1996,1,costaff
65,327,Arizona Cardinals,1996,1,costaff
566,327,Arizona Cardinals,1997,1,costaff
566,503,Arizona Cardinals,1997,1,costaff
327,503,Arizona Cardinals,1997,1,costaff
503,190,Arizona Cardinals,1998,1,costaff
503,327,Arizona Cardinals,1998,1,costaff
190,327,Arizona Cardinals,1998,1,costaff
503,190,Arizona Cardinals,1999,1,costaff
503,327,Arizona Cardinals,1999,1,costaff
190,327,Arizona Cardinals,1999,1,costaff
517,503,Arizona Cardinals,2000,1,costaff
517,190,Arizona Cardinals,2000,1,costaff
503,190,Arizona Cardinals,2000,1,costaff
581,503,Arizona Cardinals,2001,1,costaff
581,567,Arizona Cardinals,2001,1,costaff
581,568,Arizona Cardinals,2001,1,costaff
503,567,Arizona Cardinals,2001,1,costaff
503,568,Arizona Cardinals,2001,1,costaff
567,568,Arizona Cardinals,2001,1,costaff
503,581,Arizona Cardinals,2002,1,costaff
503,567,Arizona Cardinals,2002,1,costaff
503,568,Arizona Cardinals,2002,1,costaff
581,567,Arizona Cardinals,2002,1,costaff
581,568,Arizona Cardinals,2002,1,costaff
567,568,Arizona Cardinals,2002,1,costaff
567,568,Arizona Cardinals,2003,1,costaff
567,569,Arizona Cardinals,2003,1,costaff
567,503,Arizona Cardinals,2003,1,costaff
568,569,Arizona Cardinals,2003,1,costaff
568,503,Arizona Cardinals,2003,1,costaff
569,503,Arizona Cardinals,2003,1,costaff
580,579,Arizona Cardinals,2004,1,costaff
580,615,Arizona Cardinals,2004,1,costaff
580,578,Arizona Cardinals,2004,1,costaff
580,616,Arizona Cardinals,2004,1,costaff
580,577,Arizona Cardinals,2004,1,costaff
579,615,Arizona Cardinals,2004,1,costaff
579,578,Arizona Cardinals,2004,1,costaff
579,616,Arizona Cardinals,2004,1,costaff
579,577,Arizona Cardinals,2004,1,costaff
615,578,Arizona Cardinals,2004,1,costaff
615,616,Arizona Cardinals,2004,1,costaff
615,577,Arizona Cardinals,2004,1,costaff
578,616,Arizona Cardinals,2004,1,costaff
578,577,Arizona Cardinals,2004,1,costaff
616,577,Arizona Cardinals,2004,1,costaff
576,577,Arizona Cardinals,2005,1,costaff
576,578,Arizona Cardinals,2005,1,costaff
576,579,Arizona Cardinals,2005,1,costaff
576,580,Arizona Cardinals,2005,1,costaff
577,578,Arizona Cardinals,2005,1,costaff
577,579,Arizona Cardinals,2005,1,costaff
577,580,Arizona Cardinals,2005,1,costaff
578,579,Arizona Cardinals,2005,1,costaff
578,580,Arizona Cardinals,2005,1,costaff
579,580,Arizona Cardinals,2005,1,costaff
613,580,Arizona Cardinals,2006,1,costaff
613,579,Arizona Cardinals,2006,1,costaff
613,578,Arizona Cardinals,2006,1,costaff
613,576,Arizona Cardinals,2006,1,costaff
613,614,Arizona Cardinals,2006,1,costaff
613,577,Arizona Cardinals,2006,1,costaff
580,579,Arizona Cardinals,2006,1,costaff
580,578,Arizona Cardinals,2006,1,costaff
580,576,Arizona Cardinals,2006,1,costaff
580,614,Arizona Cardinals,2006,1,costaff
580,577,Arizona Cardinals,2006,1,costaff
579,578,Arizona Cardinals,2006,1,costaff
579,576,Arizona Cardinals,2006,1,costaff
579,614,Arizona Cardinals,2006,1,costaff
579,577,Arizona Cardinals,2006,1,costaff
578,576,Arizona Cardinals,2006,1,costaff
578,614,Arizona Cardinals,2006,1,costaff
578,577,Arizona Cardinals,2006,1,costaff
576,614,Arizona Cardinals,2006,1,costaff
576,577,Arizona Cardinals,2006,1,costaff
614,577,Arizona Cardinals,2006,1,costaff
185,186,Arizona Cardinals,2007,1,costaff
185,425,Arizona Cardinals,2007,1,costaff
185,184,Arizona Cardinals,2007,1,costaff
185,579,Arizona Cardinals,2007,1,costaff
185,1572,Arizona Cardinals,2007,1,costaff
186,425,Arizona Cardinals,2007,1,costaff
186,184,Arizona Cardinals,2007,1,costaff
186,579,Arizona Cardinals,2007,1,costaff
186,1572,Arizona Cardinals,2007,1,costaff
425,184,Arizona Cardinals,2007,1,costaff
425,579,Arizona Cardinals,2007,1,costaff
425,1572,Arizona Cardinals,2007,1,costaff
184,579,Arizona Cardinals,2007,1,costaff
184,1572,Arizona Cardinals,2007,1,costaff
579,1572,Arizona Cardinals,2007,1,costaff
286,559,Arizona Cardinals,2009,1,costaff
286,167,Arizona Cardinals,2009,1,costaff
286,186,Arizona Cardinals,2009,1,costaff
286,185,Arizona Cardinals,2009,1,costaff
286,428,Arizona Cardinals,2009,1,costaff
286,267,Arizona Cardinals,2009,1,costaff
559,167,Arizona Cardinals,2009,1,costaff
559,186,Arizona Cardinals,2009,1,costaff
559,185,Arizona Cardinals,2009,1,costaff
559,428,Arizona Cardinals,2009,1,costaff
559,267,Arizona Cardinals,2009,1,costaff
167,186,Arizona Cardinals,2009,1,costaff
167,185,Arizona Cardinals,2009,1,costaff
167,428,Arizona Cardinals,2009,1,costaff
167,267,Arizona Cardinals,2009,1,costaff
186,185,Arizona Cardinals,2009,1,costaff
186,428,Arizona Cardinals,2009,1,costaff
186,267,Arizona Cardinals,2009,1,costaff
185,428,Arizona Cardinals,2009,1,costaff
185,267,Arizona Cardinals,2009,1,costaff
428,267,Arizona Cardinals,2009,1,costaff
428,286,Arizona Cardinals,2010,1,costaff
428,559,Arizona Cardinals,2010,1,costaff
428,167,Arizona Cardinals,2010,1,costaff
428,186,Arizona Cardinals,2010,1,costaff
428,185,Arizona Cardinals,2010,1,costaff
286,559,Arizona Cardinals,2010,1,costaff
286,167,Arizona Cardinals,2010,1,costaff
286,186,Arizona Cardinals,2010,1,costaff
286,185,Arizona Cardinals,2010,1,costaff
559,167,Arizona Cardinals,2010,1,costaff
559,186,Arizona Cardinals,2010,1,costaff
559,185,Arizona Cardinals,2010,1,costaff
167,186,Arizona Cardinals,2010,1,costaff
167,185,Arizona Cardinals,2010,1,costaff
186,185,Arizona Cardinals,2010,1,costaff
559,428,Arizona Cardinals,2011,1,costaff
559,605,Arizona Cardinals,2011,1,costaff
559,167,Arizona Cardinals,2011,1,costaff
559,186,Arizona Cardinals,2011,1,costaff
559,185,Arizona Cardinals,2011,1,costaff
428,605,Arizona Cardinals,2011,1,costaff
428,167,Arizona Cardinals,2011,1,costaff
428,186,Arizona Cardinals,2011,1,costaff
428,185,Arizona Cardinals,2011,1,costaff
605,167,Arizona Cardinals,2011,1,costaff
605,186,Arizona Cardinals,2011,1,costaff
605,185,Arizona Cardinals,2011,1,costaff
167,186,Arizona Cardinals,2011,1,costaff
167,185,Arizona Cardinals,2011,1,costaff
186,185,Arizona Cardinals,2011,1,costaff
428,605,Arizona Cardinals,2012,1,costaff
428,559,Arizona Cardinals,2012,1,costaff
428,167,Arizona Cardinals,2012,1,costaff
428,186,Arizona Cardinals,2012,1,costaff
428,185,Arizona Cardinals,2012,1,costaff
605,559,Arizona Cardinals,2012,1,costaff
605,167,Arizona Cardinals,2012,1,costaff
605,186,Arizona Cardinals,2012,1,costaff
605,185,Arizona Cardinals,2012,1,costaff
559,167,Arizona Cardinals,2012,1,costaff
559,186,Arizona Cardinals,2012,1,costaff
559,185,Arizona Cardinals,2012,1,costaff
167,186,Arizona Cardinals,2012,1,costaff
167,185,Arizona Cardinals,2012,1,costaff
186,185,Arizona Cardinals,2012,1,costaff
1402,1515,Arizona Cardinals,2013,1,costaff
1402,289,Arizona Cardinals,2013,1,costaff
1402,1516,Arizona Cardinals,2013,1,costaff
1402,179,Arizona Cardinals,2013,1,costaff
1402,176,Arizona Cardinals,2013,1,costaff
1402,180,Arizona Cardinals,2013,1,costaff
1515,289,Arizona Cardinals,2013,1,costaff
1515,1516,Arizona Cardinals,2013,1,costaff
1515,179,Arizona Cardinals,2013,1,costaff
1515,176,Arizona Cardinals,2013,1,costaff
1515,180,Arizona Cardinals,2013,1,costaff
289,1516,Arizona Cardinals,2013,1,costaff
289,179,Arizona Cardinals,2013,1,costaff
289,176,Arizona Cardinals,2013,1,costaff
289,180,Arizona Cardinals,2013,1,costaff
1516,179,Arizona Cardinals,2013,1,costaff
1516,176,Arizona Cardinals,2013,1,costaff
1516,180,Arizona Cardinals,2013,1,costaff
179,176,Arizona Cardinals,2013,1,costaff
179,180,Arizona Cardinals,2013,1,costaff
176,180,Arizona Cardinals,2013,1,costaff
176,180,Arizona Cardinals,2014,1,costaff
176,179,Arizona Cardinals,2014,1,costaff
176,1402,Arizona Cardinals,2014,1,costaff
176,1515,Arizona Cardinals,2014,1,costaff
176,289,Arizona Cardinals,2014,1,costaff
176,1516,Arizona Cardinals,2014,1,costaff
176,1517,Arizona Cardinals,2014,1,costaff
180,179,Arizona Cardinals,2014,1,costaff
180,1402,Arizona Cardinals,2014,1,costaff
180,1515,Arizona Cardinals,2014,1,costaff
180,289,Arizona Cardinals,2014,1,costaff
180,1516,Arizona Cardinals,2014,1,costaff
180,1517,Arizona Cardinals,2014,1,costaff
179,1402,Arizona Cardinals,2014,1,costaff
179,1515,Arizona Cardinals,2014,1,costaff
179,289,Arizona Cardinals,2014,1,costaff
179,1516,Arizona Cardinals,2014,1,costaff
179,1517,Arizona Cardinals,2014,1,costaff
1402,1515,Arizona Cardinals,2014,1,costaff
1402,289,Arizona Cardinals,2014,1,costaff
1402,1516,Arizona Cardinals,2014,1,costaff
1402,1517,Arizona Cardinals,2014,1,costaff
1515,289,Arizona Cardinals,2014,1,costaff
1515,1516,Arizona Cardinals,2014,1,costaff
1515,1517,Arizona Cardinals,2014,1,costaff
289,1516,Arizona Cardinals,2014,1,costaff
289,1517,Arizona Cardinals,2014,1,costaff
1516,1517,Arizona Cardinals,2014,1,costaff
180,1402,Arizona Cardinals,2015,1,costaff
180,1515,Arizona Cardinals,2015,1,costaff
180,676,Arizona Cardinals,2015,1,costaff
180,1516,Arizona Cardinals,2015,1,costaff
180,1517,Arizona Cardinals,2015,1,costaff
180,179,Arizona Cardinals,2015,1,costaff
180,176,Arizona Cardinals,2015,1,costaff
1402,1515,Arizona Cardinals,2015,1,costaff
1402,676,Arizona Cardinals,2015,1,costaff
1402,1516,Arizona Cardinals,2015,1,costaff
1402,1517,Arizona Cardinals,2015,1,costaff
1402,179,Arizona Cardinals,2015,1,costaff
1402,176,Arizona Cardinals,2015,1,costaff
1515,676,Arizona Cardinals,2015,1,costaff
1515,1516,Arizona Cardinals,2015,1,costaff
1515,1517,Arizona Cardinals,2015,1,costaff
1515,179,Arizona Cardinals,2015,1,costaff
1515,176,Arizona Cardinals,2015,1,costaff
676,1516,Arizona Cardinals,2015,1,costaff
676,1517,Arizona Cardinals,2015,1,costaff
676,179,Arizona Cardinals,2015,1,costaff
676,176,Arizona Cardinals,2015,1,costaff
1516,1517,Arizona Cardinals,2015,1,costaff
1516,179,Arizona Cardinals,2015,1,costaff
1516,176,Arizona Cardinals,2015,1,costaff
1517,179,Arizona Cardinals,2015,1,costaff
1517,176,Arizona Cardinals,2015,1,costaff
179,176,Arizona Cardinals,2015,1,costaff
1402,1515,Arizona Cardinals,2016,1,costaff
1402,676,Arizona Cardinals,2016,1,costaff
1402,1516,Arizona Cardinals,2016,1,costaff
1402,179,Arizona Cardinals,2016,1,costaff
1402,176,Arizona Cardinals,2016,1,costaff
1402,180,Arizona Cardinals,2016,1,costaff
1515,676,Arizona Cardinals,2016,1,costaff
1515,1516,Arizona Cardinals,2016,1,costaff
1515,179,Arizona Cardinals,2016,1,costaff
1515,176,Arizona Cardinals,2016,1,costaff
1515,180,Arizona Cardinals,2016,1,costaff
676,1516,Arizona Cardinals,2016,1,costaff
676,179,Arizona Cardinals,2016,1,costaff
676,176,Arizona Cardinals,2016,1,costaff
676,180,Arizona Cardinals,2016,1,costaff
1516,179,Arizona Cardinals,2016,1,costaff
1516,176,Arizona Cardinals,2016,1,costaff
1516,180,Arizona Cardinals,2016,1,costaff
179,176,Arizona Cardinals,2016,1,costaff
179,180,Arizona Cardinals,2016,1,costaff
176,180,Arizona Cardinals,2016,1,costaff
180,176,Arizona Cardinals,2017,1,costaff
180,179,Arizona Cardinals,2017,1,costaff
180,1402,Arizona Cardinals,2017,1,costaff
180,1515,Arizona Cardinals,2017,1,costaff
180,676,Arizona Cardinals,2017,1,costaff
180,1516,Arizona Cardinals,2017,1,costaff
176,179,Arizona Cardinals,2017,1,costaff
176,1402,Arizona Cardinals,2017,1,costaff
176,1515,Arizona Cardinals,2017,1,costaff
176,676,Arizona Cardinals,2017,1,costaff
176,1516,Arizona Cardinals,2017,1,costaff
179,1402,Arizona Cardinals,2017,1,costaff
179,1515,Arizona Cardinals,2017,1,costaff
179,676,Arizona Cardinals,2017,1,costaff
179,1516,Arizona Cardinals,2017,1,costaff
1402,1515,Arizona Cardinals,2017,1,costaff
1402,676,Arizona Cardinals,2017,1,costaff
1402,1516,Arizona Cardinals,2017,1,costaff
1515,676,Arizona Cardinals,2017,1,costaff
1515,1516,Arizona Cardinals,2017,1,costaff
676,1516,Arizona Cardinals,2017,1,costaff
1426,1200,Arizona Cardinals,2018,1,costaff
1426,717,Arizona Cardinals,2018,1,costaff
1426,1513,Arizona Cardinals,2018,1,costaff
1426,1131,Arizona Cardinals,2018,1,costaff
1426,805,Arizona Cardinals,2018,1,costaff
1426,1514,Arizona Cardinals,2018,1,costaff
1426,554,Arizona Cardinals,2018,1,costaff
1200,717,Arizona Cardinals,2018,1,costaff
1200,1513,Arizona Cardinals,2018,1,costaff
1200,1131,Arizona Cardinals,2018,1,costaff
1200,805,Arizona Cardinals,2018,1,costaff
1200,1514,Arizona Cardinals,2018,1,costaff
1200,554,Arizona Cardinals,2018,1,costaff
717,1513,Arizona Cardinals,2018,1,costaff
717,1131,Arizona Cardinals,2018,1,costaff
717,805,Arizona Cardinals,2018,1,costaff
717,1514,Arizona Cardinals,2018,1,costaff
717,554,Arizona Cardinals,2018,1,costaff
1513,1131,Arizona Cardinals,2018,1,costaff
1513,805,Arizona Cardinals,2018,1,costaff
1513,1514,Arizona Cardinals,2018,1,costaff
1513,554,Arizona Cardinals,2018,1,costaff
1131,805,Arizona Cardinals,2018,1,costaff
1131,1514,Arizona Cardinals,2018,1,costaff
1131,554,Arizona Cardinals,2018,1,costaff
805,1514,Arizona Cardinals,2018,1,costaff
805,554,Arizona Cardinals,2018,1,costaff
1514,554,Arizona Cardinals,2018,1,costaff
569,1473,Arizona Cardinals,2019,1,costaff
569,1067,Arizona Cardinals,2019,1,costaff
569,1069,Arizona Cardinals,2019,1,costaff
569,1512,Arizona Cardinals,2019,1,costaff
569,348,Arizona Cardinals,2019,1,costaff
569,1426,Arizona Cardinals,2019,1,costaff
569,818,Arizona Cardinals,2019,1,costaff
1473,1067,Arizona Cardinals,2019,1,costaff
1473,1069,Arizona Cardinals,2019,1,costaff
1473,1512,Arizona Cardinals,2019,1,costaff
1473,348,Arizona Cardinals,2019,1,costaff
1473,1426,Arizona Cardinals,2019,1,costaff
1473,818,Arizona Cardinals,2019,1,costaff
1067,1069,Arizona Cardinals,2019,1,costaff
1067,1512,Arizona Cardinals,2019,1,costaff
1067,348,Arizona Cardinals,2019,1,costaff
1067,1426,Arizona Cardinals,2019,1,costaff
1067,818,Arizona Cardinals,2019,1,costaff
1069,1512,Arizona Cardinals,2019,1,costaff
1069,348,Arizona Cardinals,2019,1,costaff
1069,1426,Arizona Cardinals,2019,1,costaff
1069,818,Arizona Cardinals,2019,1,costaff
1512,348,Arizona Cardinals,2019,1,costaff
1512,1426,Arizona Cardinals,2019,1,costaff
1512,818,Arizona Cardinals,2019,1,costaff
348,1426,Arizona Cardinals,2019,1,costaff
348,818,Arizona Cardinals,2019,1,costaff
1426,818,Arizona Cardinals,2019,1,costaff
1069,1473,Arizona Cardinals,2020,1,costaff
1069,1067,Arizona Cardinals,2020,1,costaff
1069,1526,Arizona Cardinals,2020,1,costaff
1069,1527,Arizona Cardinals,2020,1,costaff
1069,348,Arizona Cardinals,2020,1,costaff
1069,1426,Arizona Cardinals,2020,1,costaff
1069,818,Arizona Cardinals,2020,1,costaff
1473,1067,Arizona Cardinals,2020,1,costaff
1473,1526,Arizona Cardinals,2020,1,costaff
1473,1527,Arizona Cardinals,2020,1,costaff
1473,348,Arizona Cardinals,2020,1,costaff
1473,1426,Arizona Cardinals,2020,1,costaff
1473,818,Arizona Cardinals,2020,1,costaff
1067,1526,Arizona Cardinals,2020,1,costaff
1067,1527,Arizona Cardinals,2020,1,costaff
1067,348,Arizona Cardinals,2020,1,costaff
1067,1426,Arizona Cardinals,2020,1,costaff
1067,818,Arizona Cardinals,2020,1,costaff
1526,1527,Arizona Cardinals,2020,1,costaff
1526,348,Arizona Cardinals,2020,1,costaff
1526,1426,Arizona Cardinals,2020,1,costaff
1526,818,Arizona Cardinals,2020,1,costaff
1527,348,Arizona Cardinals,2020,1,costaff
1527,1426,Arizona Cardinals,2020,1,costaff
1527,818,Arizona Cardinals,2020,1,costaff
348,1426,Arizona Cardinals,2020,1,costaff
348,818,Arizona Cardinals,2020,1,costaff
1426,818,Arizona Cardinals,2020,1,costaff
1473,1067,Arizona Cardinals,2021,1,costaff
1473,1069,Arizona Cardinals,2021,1,costaff
1473,1526,Arizona Cardinals,2021,1,costaff
1473,1537,Arizona Cardinals,2021,1,costaff
1473,1538,Arizona Cardinals,2021,1,costaff
1473,1426,Arizona Cardinals,2021,1,costaff
1473,818,Arizona Cardinals,2021,1,costaff
1067,1069,Arizona Cardinals,2021,1,costaff
1067,1526,Arizona Cardinals,2021,1,costaff
1067,1537,Arizona Cardinals,2021,1,costaff
1067,1538,Arizona Cardinals,2021,1,costaff
1067,1426,Arizona Cardinals,2021,1,costaff
1067,818,Arizona Cardinals,2021,1,costaff
1069,1526,Arizona Cardinals,2021,1,costaff
1069,1537,Arizona Cardinals,2021,1,costaff
1069,1538,Arizona Cardinals,2021,1,costaff
1069,1426,Arizona Cardinals,2021,1,costaff
1069,818,Arizona Cardinals,2021,1,costaff
1526,1537,Arizona Cardinals,2021,1,costaff
1526,1538,Arizona Cardinals,2021,1,costaff
1526,1426,Arizona Cardinals,2021,1,costaff
1526,818,Arizona Cardinals,2021,1,costaff
1537,1538,Arizona Cardinals,2021,1,costaff
1537,1426,Arizona Cardinals,2021,1,costaff
1537,818,Arizona Cardinals,2021,1,costaff
1538,1426,Arizona Cardinals,2021,1,costaff
1538,818,Arizona Cardinals,2021,1,costaff
1426,818,Arizona Cardinals,2021,1,costaff
1473,1067,Arizona Cardinals,2022,1,costaff
1473,1069,Arizona Cardinals,2022,1,costaff
1473,1436,Arizona Cardinals,2022,1,costaff
1473,1131,Arizona Cardinals,2022,1,costaff
1473,1512,Arizona Cardinals,2022,1,costaff
1473,1518,Arizona Cardinals,2022,1,costaff
1473,1426,Arizona Cardinals,2022,1,costaff
1473,1136,Arizona Cardinals,2022,1,costaff
1473,818,Arizona Cardinals,2022,1,costaff
1067,1069,Arizona Cardinals,2022,1,costaff
1067,1436,Arizona Cardinals,2022,1,costaff
1067,1131,Arizona Cardinals,2022,1,costaff
1067,1512,Arizona Cardinals,2022,1,costaff
1067,1518,Arizona Cardinals,2022,1,costaff
1067,1426,Arizona Cardinals,2022,1,costaff
1067,1136,Arizona Cardinals,2022,1,costaff
1067,818,Arizona Cardinals,2022,1,costaff
1069,1436,Arizona Cardinals,2022,1,costaff
1069,1131,Arizona Cardinals,2022,1,costaff
1069,1512,Arizona Cardinals,2022,1,costaff
1069,1518,Arizona Cardinals,2022,1,costaff
1069,1426,Arizona Cardinals,2022,1,costaff
1069,1136,Arizona Cardinals,2022,1,costaff
1069,818,Arizona Cardinals,2022,1,costaff
1436,1131,Arizona Cardinals,2022,1,costaff
1436,1512,Arizona Cardinals,2022,1,costaff
1436,1518,Arizona Cardinals,2022,1,costaff
1436,1426,Arizona Cardinals,2022,1,costaff
1436,1136,Arizona Cardinals,2022,1,costaff
1436,818,Arizona Cardinals,2022,1,costaff
1131,1512,Arizona Cardinals,2022,1,costaff
1131,1518,Arizona Cardinals,2022,1,costaff
1131,1426,Arizona Cardinals,2022,1,costaff
1131,1136,Arizona Cardinals,2022,1,costaff
1131,818,Arizona Cardinals,2022,1,costaff
1512,1518,Arizona Cardinals,2022,1,costaff
1512,1426,Arizona Cardinals,2022,1,costaff
1512,1136,Arizona Cardinals,2022,1,costaff
1512,818,Arizona Cardinals,2022,1,costaff
1518,1426,Arizona Cardinals,2022,1,costaff
1518,1136,Arizona Cardinals,2022,1,costaff
1518,818,Arizona Cardinals,2022,1,costaff
1426,1136,Arizona Cardinals,2022,1,costaff
1426,818,Arizona Cardinals,2022,1,costaff
1136,818,Arizona Cardinals,2022,1,costaff
1426,1106,Arizona Cardinals,2023,1,costaff
1426,1521,Arizona Cardinals,2023,1,costaff
1426,1512,Arizona Cardinals,2023,1,costaff
1426,1412,Arizona Cardinals,2023,1,costaff
1426,1522,Arizona Cardinals,2023,1,costaff
1426,630,Arizona Cardinals,2023,1,costaff
1426,1535,Arizona Cardinals,2023,1,costaff
1106,1521,Arizona Cardinals,2023,1,costaff
1106,1512,Arizona Cardinals,2023,1,costaff
1106,1412,Arizona Cardinals,2023,1,costaff
1106,1522,Arizona Cardinals,2023,1,costaff
1106,630,Arizona Cardinals,2023,1,costaff
1106,1535,Arizona Cardinals,2023,1,costaff
1521,1512,Arizona Cardinals,2023,1,costaff
1521,1412,Arizona Cardinals,2023,1,costaff
1521,1522,Arizona Cardinals,2023,1,costaff
1521,630,Arizona Cardinals,2023,1,costaff
1521,1535,Arizona Cardinals,2023,1,costaff
1512,1412,Arizona Cardinals,2023,1,costaff
1512,1522,Arizona Cardinals,2023,1,costaff
1512,630,Arizona Cardinals,2023,1,costaff
1512,1535,Arizona Cardinals,2023,1,costaff
1412,1522,Arizona Cardinals,2023,1,costaff
1412,630,Arizona Cardinals,2023,1,costaff
1412,1535,Arizona Cardinals,2023,1,costaff
1522,630,Arizona Cardinals,2023,1,costaff
1522,1535,Arizona Cardinals,2023,1,costaff
630,1535,Arizona Cardinals,2023,1,costaff
1535,1106,Arizona Cardinals,2024,1,costaff
1535,1512,Arizona Cardinals,2024,1,costaff
1535,1412,Arizona Cardinals,2024,1,costaff
1535,1522,Arizona Cardinals,2024,1,costaff
1535,1426,Arizona Cardinals,2024,1,costaff
1535,630,Arizona Cardinals,2024,1,costaff
1535,1539,Arizona Cardinals,2024,1,costaff
1535,1540,Arizona Cardinals,2024,1,costaff
1106,1512,Arizona Cardinals,2024,1,costaff
1106,1412,Arizona Cardinals,2024,1,costaff
1106,1522,Arizona Cardinals,2024,1,costaff
1106,1426,Arizona Cardinals,2024,1,costaff
1106,630,Arizona Cardinals,2024,1,costaff
1106,1539,Arizona Cardinals,2024,1,costaff
1106,1540,Arizona Cardinals,2024,1,costaff
1512,1412,Arizona Cardinals,2024,1,costaff
1512,1522,Arizona Cardinals,2024,1,costaff
1512,1426,Arizona Cardinals,2024,1,costaff
1512,630,Arizona Cardinals,2024,1,costaff
1512,1539,Arizona Cardinals,2024,1,costaff
1512,1540,Arizona Cardinals,2024,1,costaff
1412,1522,Arizona Cardinals,2024,1,costaff
1412,1426,Arizona Cardinals,2024,1,costaff
1412,630,Arizona Cardinals,2024,1,costaff
1412,1539,Arizona Cardinals,2024,1,costaff
1412,1540,Arizona Cardinals,2024,1,costaff
1522,1426,Arizona Cardinals,2024,1,costaff
1522,630,Arizona Cardinals,2024,1,costaff
1522,1539,Arizona Cardinals,2024,1,costaff
1522,1540,Arizona Cardinals,2024,1,costaff
