Team,Year,Role,Name
New England Patriots,1988,President,Billy Sullivan
New England Patriots,1988,Vice President,Bucko Kilroy
New England Patriots,1988,General Manager,Patrick Sullivan
New England Patriots,1988,Director of Player Development,Dick Steinberg
New England Patriots,1988,Director of Pro Scouting,Bill McPeak
New England Patriots,1988,Director of College Scouting,Joe Mendes
New England Patriots,1988,Special Assistant to Head Coach,John Polonchek
New England Patriots,1988,Head Coach,Raymond Berry
New England Patriots,1988,Assistant Head Coach/Offensive Coordinator,Rod Humenuik
New England Patriots,1988,Quarterbacks/Passing Game Coordinator,Les Steckel
New England Patriots,1988,Offensive Backfield/Running Game Coordinator,Bobby Grier
New England Patriots,1988,Receivers,Harold Jackson
New England Patriots,1988,Offensive line,Guy Morriss
New England Patriots,1988,Defensive Line,Eddie Khayat
New England Patriots,1988,Assistant Defensive Line,Ray Hamilton
New England Patriots,1988,Linebackers,Don Shinnick
New England Patriots,1988,Defensive Backfield,Jim Carr
New England Patriots,1988,Staff Assistant,Don Blackmon
New England Patriots,1988,Special Teams/Tigh Ends,Dante Scarnecchia
New England Patriots,1988,Strength and Conditioning,Jerry Simmons
New England Patriots,1995,Owner and Chief Executive Officer,Robert Kraft
New England Patriots,1995,Vice President and Owner's Representative,Jonathan Kraft
New England Patriots,1995,Vice President of Business Operations,Andy Wasynczuk
New England Patriots,1995,Director of Player Personnel,Bobby Grier
New England Patriots,1995,Director of College Scouting,Charley Armey
New England Patriots,1995,Scouting Consultant,Bucko Kilroy
New England Patriots,1995,Assistant Director of Pro Scouting,Dave Uyrus
New England Patriots,1995,Head Coach,Bill Parcells
New England Patriots,1995,Offensive Coordinator/Quarterbacks,Ray Perkins
New England Patriots,1995,Running Backs,Charlie Weis
New England Patriots,1995,Wide Receivers,Chris Palmer
New England Patriots,1995,Tight Ends,Mike Pope
New England Patriots,1995,Offensive Line,Fred Hoaglin
New England Patriots,1995,Offensive Assistant/Running Backs/Special Teams,Maurice Carthon
New England Patriots,1995,Defensive Coordinator/Linebackers,Al Groh
New England Patriots,1995,Defensive Line,Romeo Crennel
New England Patriots,1995,Defensive Assistant/Linebackers,Dante Scarnecchia
New England Patriots,1995,Defensive Backs,Bob Trott
New England Patriots,1995,Special Teams,Mike Sweatman
New England Patriots,1995,Strength and Conditioning,Johnny Parker
New England Patriots,1989,Chairman,Victor Kiam
New England Patriots,1989,Vice Chairman,Fran Murray
New England Patriots,1989,President,Billy Sullivan
New England Patriots,1989,Vice–president,Bucko Kilroy
New England Patriots,1989,General manager,Patrick Sullivan
New England Patriots,1989,Director of Player Development,Dick Steinberg
New England Patriots,1989,Director of Pro Scouting,Bill McPeak
New England Patriots,1989,Director of college scouting,Joe Mendes
New England Patriots,1989,Special assistant to head coach,John Polonchek
New England Patriots,1989,Head coach,Raymond Berry
New England Patriots,1989,Quarterbacks,Richard Wood
New England Patriots,1989,Offensive backfield,Bobby Grier
New England Patriots,1989,Receivers,Harold Jackson
New England Patriots,1989,Offensive line,Guy Morriss
New England Patriots,1989,Defensive line,Eddie Khayat
New England Patriots,1989,Assistant defensive line,Ray Hamilton
New England Patriots,1989,Linebackers,Don Shinnick
New England Patriots,1989,Assistant linebackers,Don Blackmon
New England Patriots,1989,Defensive backfield,Jimmy Carr
New England Patriots,1989,Special teams/tight ends,Keith Rowen
New England Patriots,1989,Strength and conditioning,Jerry Simmons
New Orleans Saints,1983,Owner,"John Mecom, Jr."
New Orleans Saints,1983,President,Eddie Jones
New Orleans Saints,1983,Director of Football Operations,Pat Peppler
New Orleans Saints,1983,Head coach/General Manager,Bum Phillips
New Orleans Saints,1983,Offensive coordinator,King Hill
New Orleans Saints,1983,Offensive backfield,John Levra
New Orleans Saints,1983,Receivers,Lamar McHan
New Orleans Saints,1983,Offensive line,Carl Mauck
New Orleans Saints,1983,Quality control,Joe Spencer
New Orleans Saints,1983,Defensive coordinator,Wade Phillips
New Orleans Saints,1983,Defensive line,Willie Zapalac
New Orleans Saints,1983,Linebackers,John Paul Young
New Orleans Saints,1983,Defensive backfield,Lance Van Zandt
New Orleans Saints,1983,Special teams,Harold Richardson
New Orleans Saints,1983,Strength and Conditioning,Russell Paternostro
New England Patriots,1990,Chairman and CEO,Victor Kiam
New England Patriots,1990,Vice Chairman,Fran Murray
New England Patriots,1990,President,Billy Sullivan
New England Patriots,1990,Vice President,Bucko Kilroy
New England Patriots,1990,General Manager,Patrick Sullivan
New England Patriots,1990,Director of Player Operations,Joe Mendes
New England Patriots,1990,Director of Pro Scouting,Bill McPeak
New England Patriots,1990,Special Assistant to the Head Coach,John Polonchek
New England Patriots,1990,Head coach,Rod Rust
New England Patriots,1990,Offensive Coordinator/Quarterbacks,Jimmy Raye
New England Patriots,1990,Offensive Backs,Bobby Grier
New England Patriots,1990,Receivers,Richard Wood
New England Patriots,1990,Offensive Line,Rod Humenuik
New England Patriots,1990,Defensive Coordinator/Defensive Backs,Charlie Sumner
New England Patriots,1990,Defensive Line,Dale Lindsey
New England Patriots,1990,Outside Linebackers,Don Blackmon
New England Patriots,1990,Inside Linebackers,Steve Nelson
New England Patriots,1990,Special Teams/Tight Ends,Steve Crosby
New England Patriots,1990,Strength and Conditioning,Jerry Simmons
New Orleans Saints,1985,Owner,Tom Benson
New Orleans Saints,1985,President,Eddie Jones
New Orleans Saints,1985,Director of football operations,Pat Peppler
New Orleans Saints,1985,Head coach/general manager,Bum Phillips
New Orleans Saints,1985,Offensive coordinator,King Hill
New Orleans Saints,1985,Offensive backfield,John Levra
New Orleans Saints,1985,Wide receivers,Harold Richardson
New Orleans Saints,1985,Offensive line,Carl Mauck
New Orleans Saints,1985,Quality control,Joe Spencer
New Orleans Saints,1985,Defensive coordinator,Wade Phillips
New Orleans Saints,1985,Defensive line,Willie Zapalac
New Orleans Saints,1985,Linebackers,John Paul Young
New Orleans Saints,1985,Defensive backfield,Mark Hatley
New Orleans Saints,1985,Strength and conditioning,Russell Paternostro
New Orleans Saints,1986,Owner/General Partner,Tom Benson
New Orleans Saints,1986,President/General Manager,Jim Finks
New Orleans Saints,1986,Vice President of Administration,Jim Miller
New Orleans Saints,1986,Director of Player Personnel,Bill Kuharich
New Orleans Saints,1986,Head Coach,Jim Mora
New Orleans Saints,1986,Offensive Coordinator/Quarterbacks,Carl Smith
New Orleans Saints,1986,Running Backs,Jim Skipper
New Orleans Saints,1986,Wide Receivers,Steve Walters
New Orleans Saints,1986,Offensive Line,Jim Erkenbeck
New Orleans Saints,1986,Defensive Coordinator,Steve Sidwell
New Orleans Saints,1986,Defensive Line,John Pease
New Orleans Saints,1986,Linebackers,Vic Fangio
New Orleans Saints,1986,Defensive Backs,Dom Capers
New Orleans Saints,1986,Special Teams/Tight Ends,Joe Marciano
New Orleans Saints,1986,Strength and Conditioning,Russell Paternostro
New England Patriots,1994,President and Chief Executive Officer,Robert Kraft
New England Patriots,1994,Vice President and Owner's Representative,Jonathan Kraft
New England Patriots,1994,Vice President of Business Operations,Andy Wasynczuk
New England Patriots,1994,Vice President of Football Operations,Patrick Forte
New England Patriots,1994,Director of College Scouting,Charley Armey
New England Patriots,1994,Director of Pro Scouting,Bobby Grier
New England Patriots,1994,Scouting Consultant,Bucko Kilroy
New England Patriots,1994,Head Coach,Bill Parcells
New England Patriots,1994,Offensive Coordinator,Ray Perkins
New England Patriots,1994,Running Backs,Mike Pope
New England Patriots,1994,Wide Receivers,Chris Palmer
New England Patriots,1994,Tight Ends,Charlie Weis
New England Patriots,1994,Offensive Line,Fred Hoaglin
New England Patriots,1994,Offensive Assistant,Maurice Carthon
New England Patriots,1994,Defensive Coordinator/Linebackers,Al Groh
New England Patriots,1994,Defensive Line,Romeo Crennel
New England Patriots,1994,Defensive Backs,Bob Trott
New England Patriots,1994,Special Teams,Mike Sweatman
New England Patriots,1994,Special Assistant,Dante Scarnecchia
New England Patriots,1994,Strength and Conditioning,Johnny Parker
New Orleans Saints,1984,Owner,John Mecom Jr.
New Orleans Saints,1984,President,Eddie Jones
New Orleans Saints,1984,Director of football operations,Pat Peppler
New Orleans Saints,1984,Head Coach/General Manager,Bum Phillips
New Orleans Saints,1984,Offensive coordinator,King Hill
New Orleans Saints,1984,Offensive backfield,John Levra
New Orleans Saints,1984,Receivers,Lamar McHan
New Orleans Saints,1984,Offensive line,Carl Mauck
New Orleans Saints,1984,Quality control,Joe Spencer
New Orleans Saints,1984,Defensive coordinator,Wade Phillips
New Orleans Saints,1984,Defensive line,Willie Zapalac
New Orleans Saints,1984,Linebackers,John Paul Young
New Orleans Saints,1984,Defensive backfield,Lance Van Zandt
New Orleans Saints,1984,Special teams,Harold Richardson
New Orleans Saints,1984,Strength and Conditioning,Russell Paternostro
New Orleans Saints,1987,Owner/General Partner,Tom Benson
New Orleans Saints,1987,President/General Manager,Jim Finks
New Orleans Saints,1987,Vice president of administration,Jim Miller
New Orleans Saints,1987,Director of player personnel,Bill Kuharich
New Orleans Saints,1987,Head coach,Jim Mora
New Orleans Saints,1987,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1987,Running backs,Jim Skipper
New Orleans Saints,1987,Wide receivers,Steve Walters
New Orleans Saints,1987,Offensive line,Paul Boudreau
New Orleans Saints,1987,Defensive coordinator,Steve Sidwell
New Orleans Saints,1987,Defensive line,John Pease
New Orleans Saints,1987,Linebackers,Vic Fangio
New Orleans Saints,1987,Defensive backs,Dom Capers
New Orleans Saints,1987,Special teams/tight ends,Joe Marciano
New Orleans Saints,1987,Strength and conditioning,Russell Paternostro
New Orleans Saints,1982,Owner,"John Mecom, Jr."
New Orleans Saints,1982,President,Eddie Jones
New Orleans Saints,1982,Director of Football Operations,Harry Hulmes
New Orleans Saints,1982,Director of player personnel,Pat Peppler
New Orleans Saints,1982,Head coach/General Manager,Bum Phillips
New Orleans Saints,1982,Offensive coordinator,King Hill
New Orleans Saints,1982,Offensive backfield,John Levra
New Orleans Saints,1982,Receivers,Lamar McHan
New Orleans Saints,1982,Offensive line,Joe Spencer
New Orleans Saints,1982,Assistant Offensive Line,Carl Mauck
New Orleans Saints,1982,Defensive coordinator,Wade Phillips
New Orleans Saints,1982,Defensive line,Willie Zapalac
New Orleans Saints,1982,Linebackers,John Paul Young
New Orleans Saints,1982,Defensive backfield,Lance Van Zandt
New Orleans Saints,1982,Special teams,Harold Richardson
New Orleans Saints,1982,Strength and Conditioning,Russell Paternostro
New Orleans Saints,1989,Owner/general partner,Tom Benson
New Orleans Saints,1989,President/general manager,Jim Finks
New Orleans Saints,1989,Vice–president of administration,Jim Miller
New Orleans Saints,1989,Director of player personnel,Bill Kuharich
New Orleans Saints,1989,Head coach,Jim Mora
New Orleans Saints,1989,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1989,Running backs,Jim Skipper
New Orleans Saints,1989,Wide receivers,Steve Walters
New Orleans Saints,1989,Offensive line,Paul Boudreau
New Orleans Saints,1989,Defensive coordinator,Steve Sidwell
New Orleans Saints,1989,Defensive line,John Pease
New Orleans Saints,1989,Linebackers,Vic Fangio
New Orleans Saints,1989,Defensive backs,Dom Capers
New Orleans Saints,1989,Special Teams/Tight Ends,Joe Marciano
New Orleans Saints,1989,Strength and conditioning,Russell Paternostro
New Orleans Saints,1996,Owner,Tom Benson
New Orleans Saints,1996,Executive vice–president/general manager,Bill Kuharich
New Orleans Saints,1996,Director of pro personnel,Chet Franklin
New Orleans Saints,1996,Director of college scouting,Bruce Lemmerman
New Orleans Saints,1996,Head coach,Jim E. Mora (resigned October 21)
New Orleans Saints,1996,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1996,Running backs,Dave Atkins
New Orleans Saints,1996,Wide receivers,Steve Walters
New Orleans Saints,1996,Tight ends,Bruce Arians
New Orleans Saints,1996,Offensive line,John Matsko
New Orleans Saints,1996,Offensive assistant,Jeff Davidson
New Orleans Saints,1996,Defensive coordinator,Jim Haslett
New Orleans Saints,1996,Defensive line,Wayne Nunnely
New Orleans Saints,1996,Linebackers,Rick Venturi (elevated to interim head coach October 21)
New Orleans Saints,1996,Defensive backs,Jim L. Mora
New Orleans Saints,1996,Defensive assistant,John Pagano
New Orleans Saints,1996,Special teams,Bobby April
New Orleans Saints,1996,Strength and conditioning,Russell Paternostro
New Orleans Saints,1996,Strength and Conditioning Assistant,Glenn Mayeaux
New England Patriots,1985,President,Billy Sullivan
New England Patriots,1985,Executive vice president,Chuck Sullivan
New England Patriots,1985,Vice president,Bucko Kilroy
New England Patriots,1985,General manager,Patrick Sullivan
New England Patriots,1985,Director of player development,Dick Steinberg
New England Patriots,1985,Director of college scouting,Joe Mendes
New England Patriots,1985,Director of pro scouting,Bill McPeak
New England Patriots,1985,Special assistant to the head coach,John Polonchek
New England Patriots,1985,Head coach,Raymond Berry
New England Patriots,1985,Assistant head coach–offense/offensive line,Rod Humenuik
New England Patriots,1985,Quarterbacks/receivers,Les Steckel
New England Patriots,1985,Offensive backfield,Bobby Grier
New England Patriots,1985,Assistant receivers,Harold Jackson
New England Patriots,1985,Defensive coordinator,Rod Rust
New England Patriots,1985,Defensive line,Eddie Khayat
New England Patriots,1985,Assistant defensive line,Ray Hamilton
New England Patriots,1985,Linebackers,Don Shinnick
New England Patriots,1985,Defensive backfield,Jim Carr
New England Patriots,1985,Special teams/tight ends,Dante Scarnecchia
New England Patriots,1985,Strength and conditioning,Dean Brittenham
New Orleans Saints,1981,Owner,"John Mecom, Jr."
New Orleans Saints,1981,Director of Football Operations,Harry Hulmes
New Orleans Saints,1981,Director of Player Personnel,Pat Peppler
New Orleans Saints,1981,Head coach,Bum Phillips
New Orleans Saints,1981,Offensive coordinator,King Hill
New Orleans Saints,1981,Offensive backfield,John Levra
New Orleans Saints,1981,Receivers,Lamar McHan
New Orleans Saints,1981,Offensive line,Joe Spencer
New Orleans Saints,1981,Defensive coordinator,Wade Phillips
New Orleans Saints,1981,Defensive line,Willie Zapalac
New Orleans Saints,1981,Linebackers,John Paul Young
New Orleans Saints,1981,Defensive backfield,Lance Van Zandt
New Orleans Saints,1981,Special teams,Harold Richardson
New Orleans Saints,1981,Strength and Conditioning,Russell Paternostro
New Orleans Saints,1980,President,"John W. Mecom, Jr."
New Orleans Saints,1980,Head Coach,Dick Nolan
New Orleans Saints,1980,Offensive Coordinator,Ed Hughes
New Orleans Saints,1980,Quarterbacks/Receivers,Lamar McHan
New Orleans Saints,1980,Offensive Backfield,Nick Nicolau
New Orleans Saints,1980,Offensive Line,Dick Stanfel
New Orleans Saints,1980,Defensive Coordinator,Ed Beard
New Orleans Saints,1980,Defensive Line,Tom Pratt
New Orleans Saints,1980,Defensive Backfield,Fred Glick
New Orleans Saints,1980,Special Teams,Whitey Campbell
New Orleans Saints,1980,Strength,Lou Riecke
New Orleans Saints,1995,Owner/general partner,Tom Benson
New Orleans Saints,1995,Executive vice–president of administration,Jim Miller
New Orleans Saints,1995,Vice–president of football operations,Bill Kuharich
New Orleans Saints,1995,Director of pro personnel,Chet Franklin
New Orleans Saints,1995,Director of college scouting,Bruce Lemmerman
New Orleans Saints,1995,Vice–president/head coach,Jim E. Mora
New Orleans Saints,1995,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1995,Running backs,Jim Skipper
New Orleans Saints,1995,Wide receivers,Steve Walters
New Orleans Saints,1995,Tight ends,Larry Kennan
New Orleans Saints,1995,Offensive line,John Matsko
New Orleans Saints,1995,Defensive coordinator,Monte Kiffin
New Orleans Saints,1995,Defensive line,Wayne Nunnely
New Orleans Saints,1995,Linebackers,Jim Haslett
New Orleans Saints,1995,Defensive backs,Jim L. Mora
New Orleans Saints,1995,Defensive assistant,Steve Trimble
New Orleans Saints,1995,Defensive assistant,Frank Warren
New Orleans Saints,1995,Special teams,Joe Marciano
New Orleans Saints,1995,Strength and conditioning,Russell Paternostro
New Orleans Saints,1990,Owner/general partner,Tom Benson
New Orleans Saints,1990,President/general manager,Jim Finks
New Orleans Saints,1990,Vice president of administration,Jim Miller
New Orleans Saints,1990,Director of player personnel,Bill Kuharich
New Orleans Saints,1990,Head coach,Jim Mora
New Orleans Saints,1990,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1990,Running backs,Jim Skipper
New Orleans Saints,1990,Wide receivers,Steve Walters
New Orleans Saints,1990,Offensive line,Paul Boudreau
New Orleans Saints,1990,Defensive coordinator,Steve Sidwell
New Orleans Saints,1990,Defensive line,John Pease
New Orleans Saints,1990,Linebackers,Vic Fangio
New Orleans Saints,1990,Defensive backs,Dom Capers
New Orleans Saints,1990,Special teams/tight ends,Joe Marciano
New Orleans Saints,1990,Strength and conditioning,Russell Paternostro
New Orleans Saints,1998,Owner,Tom Benson
New Orleans Saints,1998,President/general manager/Chief Operating Officer,Bill Kuharich
New Orleans Saints,1998,Vice–president of football operations/Assistant General Manager,Chet Franklin
New Orleans Saints,1998,Director of college scouting,Bruce Lemmerman
New Orleans Saints,1998,Head coach,Mike Ditka
New Orleans Saints,1998,Assistant head coach/Secondary,Rick Venturi
New Orleans Saints,1998,Offensive coordinator,Danny Abramowicz
New Orleans Saints,1998,Quarterbacks,Tom Clements
New Orleans Saints,1998,Running backs,Lary Kuharich
New Orleans Saints,1998,Wide receivers,Harold Jackson
New Orleans Saints,1998,Tight ends/offensive line Assistant,Dan Neal
New Orleans Saints,1998,Offensive line,Dick Stanfel
New Orleans Saints,1998,Offensive assistant,Judd Garrett
New Orleans Saints,1998,Defensive coordinator,Zaven Yaralian
New Orleans Saints,1998,Defensive line,Walt Corey
New Orleans Saints,1998,Linebackers,Jack Del Rio
New Orleans Saints,1998,Defensive assistant,Ned James
New Orleans Saints,1998,Special teams,Bobby April
New Orleans Saints,1998,Strength and conditioning,Mike Woicik
New Orleans Saints,1998,Assistant Strength and Conditioning,Markus Paul
New Orleans Saints,1991,Owner/general partner,Tom Benson
New Orleans Saints,1991,President/general manager,Jim Finks
New Orleans Saints,1991,Vice–president of administration,Jim Miller
New Orleans Saints,1991,Director of player personnel,Bill Kuharich
New Orleans Saints,1991,Head coach,Jim Mora
New Orleans Saints,1991,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1991,Running backs,Jim Skipper
New Orleans Saints,1991,Wide receivers,Steve Walters
New Orleans Saints,1991,Offensive line,Paul Boudreau
New Orleans Saints,1991,Defensive coordinator,Steve Sidwell
New Orleans Saints,1991,Defensive line,John Pease
New Orleans Saints,1991,Linebackers,Vic Fangio
New Orleans Saints,1991,Defensive backs,Dom Capers
New Orleans Saints,1991,Special Teams/tight ends,Joe Marciano
New Orleans Saints,1991,Strength and conditioning,Russell Paternostro
New Orleans Saints,2004,Owner,Tom Benson
New Orleans Saints,2004,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2004,Senior football administrator,Russ Ball
New Orleans Saints,2004,Director of player personnel,Rick Mueller
New Orleans Saints,2004,Director of college scouting,Rick Reiprish
New Orleans Saints,2004,College scouting coordinator,Rick Thompson
New Orleans Saints,2004,Head coach,Jim Haslett
New Orleans Saints,2004,Offensive coordinator,Mike McCarthy
New Orleans Saints,2004,Quarterbacks,Mike Sheppard
New Orleans Saints,2004,Running backs,Dave Atkins
New Orleans Saints,2004,Wide receivers,Jimmy Robinson
New Orleans Saints,2004,Assistant wide receivers,Danny Langsdorf
New Orleans Saints,2004,Tight ends,Bob Palcic
New Orleans Saints,2004,Offensive line,Jack Henry
New Orleans Saints,2004,Offensive assistant/quality control,Chip Beake
New Orleans Saints,2004,Defensive coordinator,Rick Venturi
New Orleans Saints,2004,Defensive line,John Pease
New Orleans Saints,2004,Linebackers,Winston Moss
New Orleans Saints,2004,Secondary,Joe Baker
New Orleans Saints,2004,Secondary/cornerbacks,Greg Brown
New Orleans Saints,2004,Defensive assistant/quality control,Ty Knott
New Orleans Saints,2004,Defensive assistant/special projects,Joe Alley
New Orleans Saints,2004,Special teams coordinator,Al Everest
New Orleans Saints,2004,Assistant special teams,Danny Langsdorf
New Orleans Saints,2004,Strength and conditioning,Rock Gullickson
New Orleans Saints,2004,Assistant strength and conditioning,Mark Smith
New Orleans Saints,1994,Owner/General Partner,Tom Benson
New Orleans Saints,1994,Executive Vice President of Administration,Jim Miller
New Orleans Saints,1994,Vice President of Football Operations,Bill Kuharich
New Orleans Saints,1994,Director of Pro Personnel,Chet Franklin
New Orleans Saints,1994,Director of College Scouting,Bruce Lemmerman
New Orleans Saints,1994,Vice President/Head Coach,Jim E. Mora
New Orleans Saints,1994,Offensive Coordinator/Quarterbacks,Carl Smith
New Orleans Saints,1994,Running Backs,Jim Skipper
New Orleans Saints,1994,Wide Receivers,Steve Walters
New Orleans Saints,1994,Offensive Line,John Matsko
New Orleans Saints,1994,Offensive Assistant,Chip Myers
New Orleans Saints,1994,Defensive Coordinator,Steve Sidwell
New Orleans Saints,1994,Defensive Line,John Pease
New Orleans Saints,1994,Linebackers,Vic Fangio
New Orleans Saints,1994,Defensive Backs,Jim L. Mora
New Orleans Saints,1994,Defensive Assistant,Everett Withers
New Orleans Saints,1994,Special Teams/Tight Ends,Joe Marciano
New Orleans Saints,1994,Strength and Conditioning,Russell Paternostro
New Orleans Saints,2003,Owner,Tom Benson
New Orleans Saints,2003,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2003,Senior football administrator,Russ Ball
New Orleans Saints,2003,Director of player personnel,Rick Mueller
New Orleans Saints,2003,College scouting coordinator,Rick Thompson
New Orleans Saints,2003,Head coach,Jim Haslett
New Orleans Saints,2003,Offensive coordinator,Mike McCarthy
New Orleans Saints,2003,Quarterbacks,Mike Sheppard
New Orleans Saints,2003,Running backs,Dave Atkins
New Orleans Saints,2003,Wide receivers,Hubbard Alexander
New Orleans Saints,2003,Assistant wide receivers,Danny Langsdorf
New Orleans Saints,2003,Tight ends,Bob Palcic
New Orleans Saints,2003,Offensive line,Jack Henry
New Orleans Saints,2003,Offensive assistant/quality control,John Misciagna
New Orleans Saints,2003,Defensive coordinator,Rick Venturi
New Orleans Saints,2003,Defensive line,Sam Clancy
New Orleans Saints,2003,Linebackers,Winston Moss
New Orleans Saints,2003,Secondary,Joe Baker
New Orleans Saints,2003,Secondary/cornerbacks,Greg Brown
New Orleans Saints,2003,Defensive assistant/quality control,Ty Knott
New Orleans Saints,2003,Defensive assistant/special projects,Joe Alley
New Orleans Saints,2003,Special teams,Al Everest
New Orleans Saints,2003,Strength and conditioning,Rock Gullickson
New Orleans Saints,2003,Assistant strength and conditioning,Jerry Palmieri
New Orleans Saints,1988,Owner/general partner,Tom Benson
New Orleans Saints,1988,President/general manager,Jim Finks
New Orleans Saints,1988,Vice–president of administration,Jim Miller
New Orleans Saints,1988,Director of player personnel,Bill Kuharich
New Orleans Saints,1988,Head coach,Jim Mora
New Orleans Saints,1988,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1988,Running backs,Jim Skipper
New Orleans Saints,1988,Wide receivers,Steve Walters
New Orleans Saints,1988,Offensive line,Paul Boudreau
New Orleans Saints,1988,Defensive coordinator,Steve Sidwell
New Orleans Saints,1988,Defensive line,John Pease
New Orleans Saints,1988,Linebackers,Vic Fangio
New Orleans Saints,1988,Defensive backs,Dom Capers
New Orleans Saints,1988,Special Teams/Tight Ends,Joe Marciano
New Orleans Saints,1988,Strength and conditioning,Russell Paternostro
New Orleans Saints,2001,Owner,Tom Benson
New Orleans Saints,2001,General manager of football operations,Randy Mueller
New Orleans Saints,2001,Assistant general manager of football operations,Charles Bailey
New Orleans Saints,2001,Director of football administration,Mickey Loomis
New Orleans Saints,2001,Director of player personnel,Rick Mueller
New Orleans Saints,2001,College Scouting Coordinator,Rick Thompson
New Orleans Saints,2001,Head coach,Jim Haslett
New Orleans Saints,2001,Assistant head coach/secondary,Rick Venturi
New Orleans Saints,2001,Offensive coordinator,Mike McCarthy
New Orleans Saints,2001,Quarterbacks,"Frank Cignetti, Jr."
New Orleans Saints,2001,Running backs,Dave Atkins
New Orleans Saints,2001,Wide receivers,Hubbard Alexander
New Orleans Saints,2001,Tight ends,Bob Palcic
New Orleans Saints,2001,Offensive line,Jack Henry
New Orleans Saints,2001,Offensive assistant/quality control,Jim Hostler
New Orleans Saints,2001,Defensive coordinator,Ron Zook
New Orleans Saints,2001,Defensive line,Sam Clancy
New Orleans Saints,2001,Linebackers,Winston Moss
New Orleans Saints,2001,Secondary/special teams Assistant,Joe Baker
New Orleans Saints,2001,Defensive assistant/quality control,Mike Woodford
New Orleans Saints,2001,Special teams,Al Everest
New Orleans Saints,2001,Strength and conditioning,Rock Gullickson
New Orleans Saints,2001,Assistant strength and conditioning,Evan Marcus
New Orleans Saints,1997,Owner,Tom Benson
New Orleans Saints,1997,President/general manager/chief operating officer,Bill Kuharich
New Orleans Saints,1997,Vice–president of football operations/assistant general manager,Chet Franklin
New Orleans Saints,1997,Director of college scouting,Bruce Lemmerman
New Orleans Saints,1997,Head coach,Mike Ditka
New Orleans Saints,1997,Assistant head coach/linebackers,Rick Venturi
New Orleans Saints,1997,Offensive coordinator,Danny Abramowicz
New Orleans Saints,1997,Quarterbacks,Tom Clements
New Orleans Saints,1997,Running backs,Tom Moore
New Orleans Saints,1997,Wide receivers,Harold Jackson
New Orleans Saints,1997,Tight Ends/offensive line Assistant,Dan Neal
New Orleans Saints,1997,Offensive line,Dick Stanfel
New Orleans Saints,1997,Offensive assistant,Judd Garrett
New Orleans Saints,1997,Defensive coordinator,Zaven Yaralian
New Orleans Saints,1997,Defensive line,Walt Corey
New Orleans Saints,1997,Defensive backs,Willie Shaw
New Orleans Saints,1997,Defensive assistant,John Pagano
New Orleans Saints,1997,Special teams,Bobby April
New Orleans Saints,1997,Strength and conditioning,Mike Woicik
New Orleans Saints,1997,Assistant strength and conditioning,Jack Del Rio
New Orleans Saints,1993,Owner/General Partner,Tom Benson
New Orleans Saints,1993,Vice President of Administration,Jim Miller
New Orleans Saints,1993,Director of player personnel,Bill Kuharich
New Orleans Saints,1993,Head coach,Jim E. Mora
New Orleans Saints,1993,Offensive coordinator/Quarterbacks,Carl Smith
New Orleans Saints,1993,Running Backs,Jim Skipper
New Orleans Saints,1993,Wide receivers,Steve Walters
New Orleans Saints,1993,Offensive line,Paul Boudreau
New Orleans Saints,1993,Defensive coordinator,Steve Sidwell
New Orleans Saints,1993,Defensive line,John Pease
New Orleans Saints,1993,Linebackers,Vic Fangio
New Orleans Saints,1993,Defensive backs,Jim L. Mora
New Orleans Saints,1993,Special teams/Tight Ends,Joe Marciano
New Orleans Saints,1993,Strength and conditioning,Russell Paternostro
New Orleans Saints,1992,Owner/general partner,Tom Benson
New Orleans Saints,1992,President/general manager,Jim Finks
New Orleans Saints,1992,Vice–president of administration,Jim Miller
New Orleans Saints,1992,Director of player personnel,Bill Kuharich
New Orleans Saints,1992,Head coach,Jim E. Mora
New Orleans Saints,1992,Offensive coordinator/quarterbacks,Carl Smith
New Orleans Saints,1992,Running backs,Jim Skipper
New Orleans Saints,1992,Wide receivers,Steve Walters
New Orleans Saints,1992,Offensive line,Paul Boudreau
New Orleans Saints,1992,Defensive coordinator,Steve Sidwell
New Orleans Saints,1992,Defensive line,John Pease
New Orleans Saints,1992,Linebackers,Vic Fangio
New Orleans Saints,1992,Defensive backs,Jim L. Mora
New Orleans Saints,1992,Special Teams/tight ends,Joe Marciano
New Orleans Saints,1992,Strength and conditioning,Russell Paternostro
New Orleans Saints,2000,Owner,Tom Benson
New Orleans Saints,2000,General manager of football operations,Randy Mueller
New Orleans Saints,2000,Assistant general manager of football operations,Charles Bailey
New Orleans Saints,2000,Director of football administration,Mickey Loomis
New Orleans Saints,2000,Director of player personnel,Rick Mueller
New Orleans Saints,2000,College scouting coordinator,Rick Thompson
New Orleans Saints,2000,Head coach,Jim Haslett
New Orleans Saints,2000,Assistant head coach/secondary,Rick Venturi
