0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
"['New Orleans Saints', 2018]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Asst general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Terry Fontenot'}","{'Role': 'Head coach', 'Name': 'Sean Payton'}","{'Role': 'Assistant head coach/tight ends', 'Name': 'Dan Campbell'}","{'Role': 'Assistant to the head coach', 'Name': 'Kevin Petry'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Quarterbacks', 'Name': 'Joe Lombardi'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Wide receivers', 'Name': 'Ronald Curry'}","{'Role': 'Offensive line', 'Name': 'Dan Roushar'}","{'Role': 'Assistant offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Senior offensive assistant', 'Name': 'Curtis Johnson'}","{'Role': 'Offensive assistant', 'Name': 'Joe Brady'}","{'Role': 'Defensive coordinator', 'Name': 'Dennis Allen'}","{'Role': 'Defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Linebackers', 'Name': 'Mike Nolan'}","{'Role': 'Secondary', 'Name': 'Aaron Glenn'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant/linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Defensive assistant', 'Name': 'Leigh Torrence'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Bradford Banta'}","{'Role': 'Special teams coach', 'Name': 'Mike Westhoff'}","{'Role': 'Assistant special teams', 'Name': ""Kevin O'Dea""}","{'Role': 'Coaching assistant', 'Name': 'Deuce Schwartz'}","{'Role': 'Head strength and conditioning', 'Name': 'Dan Dalrymple'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2017]","{'Role': 'Owner', 'Name': 'Tom Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Asst general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Terry Fontenot'}","{'Role': 'Head coach', 'Name': 'Sean Payton'}","{'Role': 'Assistant head coach/tight ends', 'Name': 'Dan Campbell'}","{'Role': 'Assistant to the head coach', 'Name': 'Kevin Petry'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Quarterbacks', 'Name': 'Joe Lombardi'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Senior offensive assistant/wide receivers', 'Name': 'Curtis Johnson'}","{'Role': 'Assistant wide receivers', 'Name': 'Ronald Curry'}","{'Role': 'Offensive line', 'Name': 'Dan Roushar'}","{'Role': 'Assistant offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Offensive assistant', 'Name': 'Joe Brady'}","{'Role': 'Defensive coordinator', 'Name': 'Dennis Allen'}","{'Role': 'Defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Linebackers', 'Name': 'Mike Nolan'}","{'Role': 'Secondary', 'Name': 'Aaron Glenn'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant/linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Defensive assistant', 'Name': 'Leigh Torrence'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Bradford Banta'}","{'Role': 'Assistant special teams', 'Name': ""Kevin O'Dea""}","{'Role': 'Head strength and conditioning', 'Name': 'Dan Dalrymple'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2019]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Asst. general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Terry Fontenot'}","{'Role': 'Head coach', 'Name': 'Sean Payton'}","{'Role': 'Assistant head coach/tight ends', 'Name': 'Dan Campbell'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Quarterbacks', 'Name': 'Joe Lombardi'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Wide receivers', 'Name': 'Ronald Curry'}","{'Role': 'Offensive line', 'Name': 'Dan Roushar'}","{'Role': 'Assistant offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Senior offensive assistant', 'Name': 'Curtis Johnson'}","{'Role': 'Offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Defensive coordinator', 'Name': 'Dennis Allen'}","{'Role': 'Defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Linebackers', 'Name': 'Mike Nolan'}","{'Role': 'Secondary', 'Name': 'Aaron Glenn'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant', 'Name': 'Michael Hodges'}","{'Role': 'Defensive assistant', 'Name': 'Leigh Torrence'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Head strength and conditioning', 'Name': 'Dan Dalrymple'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2022]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Senior vice president/chief operating officer', 'Name': 'Ben Hales'}","{'Role': 'Asst. general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Justin Matthews'}","{'Role': 'Director of pro personnel', 'Name': 'Michael Parenton'}","{'Role': 'Head coach', 'Name': 'Dennis Allen'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Passing game coordinator/quarterbacks', 'Name': 'Ronald Curry'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Wide receivers', 'Name': 'Kodi Burns'}","{'Role': 'Run game coordinator/tight ends', 'Name': 'Dan Roushar'}","{'Role': 'Offensive line', 'Name': 'Doug Marrone'}","{'Role': 'Offensive line assistant', 'Name': 'Zach Strief'}","{'Role': 'Offensive assistant', 'Name': 'Declan Doyle'}","{'Role': 'Assistant to the head coach/offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Offensive assistant', 'Name': 'D. J. Williams'}","{'Role': 'Senior offensive assistant', 'Name': 'Bob Bicknell'}","{'Role': 'Co–defensive coordinator/defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Co–defensive coordinator/secondary', 'Name': 'Kris Richard'}","{'Role': 'Linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Assistant secondary', 'Name': 'Cory Robinson'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant', 'Name': 'Jordan Traylor'}","{'Role': 'Defensive assistant', 'Name': 'Sterling Moore'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Strength and conditioning coach', 'Name': 'Matt Clapp'}","{'Role': 'Director of sports science', 'Name': 'Matt Rhea'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2024]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'VP/assistant general manager', 'Name': 'college personnel – Jeff Ireland'}","{'Role': 'Asst. general manager & vice president of football operations', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'Derek Stamnos'}","{'Role': 'Director of pro personnel', 'Name': 'Michael Parenton'}","{'Role': 'Director of football administration', 'Name': 'Scott Kuhn'}","{'Role': 'Director of analytics', 'Name': 'Zach Stuart'}","{'Role': 'Senior personnel advisor', 'Name': 'Randy Mueller'}","{'Role': 'Personnel advisor', 'Name': 'Dave Ziegler'}","{'Role': 'Head coach', 'Name': 'Dennis Allen (fired on November 4)'}","{'Role': 'Interim head coach/special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Offensive coordinator', 'Name': 'Klint Kubiak'}","{'Role': 'Quarterbacks', 'Name': 'Andrew Janocko'}","{'Role': 'Running backs', 'Name': 'Derrick Foster'}","{'Role': 'Wide receivers', 'Name': 'Keith Williams'}","{'Role': 'Assistant wide receivers', 'Name': 'DeNarius McGhee'}","{'Role': 'Tight ends', 'Name': 'Clancy Barone'}","{'Role': 'Offensive line', 'Name': 'John Benton'}","{'Role': 'Senior offensive assistant', 'Name': 'Rick Dennison'}","{'Role': 'Offensive assistant', 'Name': 'Jahri Evans'}","{'Role': 'Offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Offensive assistant', 'Name': 'Jordan Traylor'}","{'Role': 'Defensive coordinator', 'Name': 'Joe Woods'}","{'Role': 'Defensive line', 'Name': 'Todd Grantham'}","{'Role': 'Linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Secondary', 'Name': 'Marcus Robertson'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant', 'Name': 'Adam Gristick'}","{'Role': 'Defensive assistant', 'Name': 'Matt Giordano'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Assistant to the head coach', 'Name': 'Mike Martinez'}","{'Role': 'Director of sports science', 'Name': 'Matt Rhea'}","{'Role': 'Strength and conditioning coach', 'Name': 'Matt Clapp'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2023]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Senior vice president/chief operating officer', 'Name': 'Ben Hales'}","{'Role': 'Asst. general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Asst. general manager & vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Justin Matthews'}","{'Role': 'Director of pro personnel', 'Name': 'Michael Parenton'}","{'Role': 'Head coach', 'Name': 'Dennis Allen'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Passing game coordinator/quarterbacks', 'Name': 'Ronald Curry'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Wide receivers', 'Name': 'Kodi Burns'}","{'Role': 'Tight ends', 'Name': 'Clancy Barone'}","{'Role': 'Offensive line', 'Name': 'Doug Marrone'}","{'Role': 'Offensive line assistant', 'Name': 'Kevin Carberry'}","{'Role': 'Senior offensive assistant', 'Name': 'Bob Bicknell'}","{'Role': 'Offensive assistant', 'Name': 'Jahri Evans'}","{'Role': 'Offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Offensive assistant', 'Name': 'Jordan Traylor'}","{'Role': 'Offensive assistant', 'Name': 'D. J. Williams'}","{'Role': 'Assistant to the head coach', 'Name': 'Mike Martinez'}","{'Role': 'Defensive coordinator', 'Name': 'Joe Woods'}","{'Role': 'Defensive line', 'Name': 'Todd Grantham'}","{'Role': 'Linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Secondary', 'Name': 'Marcus Robertson'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant', 'Name': 'Adam Gristick'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Director of sports science', 'Name': 'Matt Rhea'}","{'Role': 'Strength and conditioning coach', 'Name': 'Matt Clapp'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2020]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Senior vice president/chief operating officer', 'Name': 'Ben Hales'}","{'Role': 'Asst. general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Terry Fontenot'}","{'Role': 'Head coach', 'Name': 'Sean Payton'}","{'Role': 'Assistant head coach/tight ends', 'Name': 'Dan Campbell'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Quarterbacks', 'Name': 'Joe Lombardi'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Wide receivers', 'Name': 'Ronald Curry'}","{'Role': 'Offensive line', 'Name': 'Dan Roushar'}","{'Role': 'Assistant offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Senior offensive assistant', 'Name': 'Curtis Johnson'}","{'Role': 'Offensive assistant', 'Name': 'Declan Doyle'}","{'Role': 'Assistant to the head coach/offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Offensive assistant', 'Name': 'D. J. Williams'}","{'Role': 'Defensive coordinator', 'Name': 'Dennis Allen'}","{'Role': 'Defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Secondary', 'Name': 'Aaron Glenn'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Defensive assistant', 'Name': 'Cory Robinson'}","{'Role': 'Defensive assistant', 'Name': 'Michael Wilhoite'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Head strength and conditioning', 'Name': 'Dan Dalrymple'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2025]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Senior VP of football operations/assistant general manager', 'Name': 'Khai Harley'}","{'Role': 'Senior VP/assistant general manager', 'Name': 'college personnel – Jeff Ireland'}","{'Role': 'Vice president of pro personnel', 'Name': 'Michael Parenton'}","{'Role': 'Director of football administration', 'Name': 'Scott Kuhn'}","{'Role': 'Director of analytics', 'Name': 'Zach Stuart'}","{'Role': 'Director of team operations', 'Name': 'Derek Stamnos'}","{'Role': 'Head coach', 'Name': 'Kellen Moore'}","{'Role': 'Associate head coach/running backs', 'Name': 'Joel Thomas'}","{'Role': 'Assistant to the head coach', 'Name': 'Mike Martinez'}","{'Role': 'Offensive coordinator', 'Name': 'Doug Nussmeier'}","{'Role': 'Run game coordinator', 'Name': 'T.J. Paganetti'}","{'Role': 'Quarterbacks', 'Name': 'Scott Tolzien'}","{'Role': 'Wide receivers', 'Name': 'Keith Williams'}","{'Role': 'Assistant wide receivers', 'Name': 'Kyle Valero'}","{'Role': 'Tight ends', 'Name': 'Chase Haslett'}","{'Role': 'Offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Assistant offensive line', 'Name': 'Jahri Evans'}","{'Role': 'Senior offensive assistant', 'Name': 'Scott Linehan'}","{'Role': 'Offensive assistant', 'Name': ' Tobijah Hughley'}","{'Role': 'Defensive coordinator', 'Name': 'Brandon Staley'}","{'Role': 'Defensive pass game coordinator', 'Name': 'Terry Joseph'}","{'Role': 'Defensive line', 'Name': 'Bo Davis'}","{'Role': 'Assistant defensive line', 'Name': 'Brian Young'}","{'Role': 'Edges', 'Name': 'Jay Rodgers'}","{'Role': 'Linebackers', 'Name': 'Peter Sirmon'}","{'Role': 'Assistant linebackers', 'Name': 'Adam Gristick'}","{'Role': 'Cornerbacks', 'Name': 'Grady Brown'}","{'Role': 'Assistant defensive backs– Robert Blanton', 'Name': ''}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Special teams coordinator', 'Name': 'Phil Galiano'}","{'Role': 'Assistant special teams', 'Name': 'Kyle Wilber'}","{'Role': 'Director of sports science', 'Name': 'Ted Rath'}","{'Role': 'Strength and conditioning coach', 'Name': 'Matt Clapp'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New York Giants', 2013]","{'Role': 'President/CEO', 'Name': 'John Mara'}","{'Role': 'Chairman/executive vice president', 'Name': 'Steve Tisch'}","{'Role': 'Senior vice president/general manager', 'Name': 'Jerry Reese'}","{'Role': 'Senior vice president of player personnel', 'Name': 'Chris Mara'}","{'Role': 'Assistant general manager', 'Name': 'Kevin Abrams'}","{'Role': 'Director of pro personnel', 'Name': 'Ken Sternfeld'}","{'Role': 'Director of college scouting', 'Name': 'Marc Ross'}","{'Role': 'Director of football operations', 'Name': 'Matt Harriss'}","{'Role': 'Head coach', 'Name': 'Tom Coughlin'}","{'Role': 'Offensive coordinator', 'Name': 'Kevin Gilbride'}","{'Role': 'Quarterbacks', 'Name': 'Sean Ryan'}","{'Role': 'Running backs', 'Name': 'Jerald Ingram'}","{'Role': 'Wide receivers', 'Name': 'Kevin Gilbride, Jr.'}","{'Role': 'Tight ends', 'Name': 'Mike Pope'}","{'Role': 'Offensive line', 'Name': 'Pat Flaherty'}","{'Role': 'Assistant offensive line', 'Name': 'Lunda Wells'}","{'Role': 'Offensive assistant', 'Name': 'Ryan Roeder'}","{'Role': 'Defensive coordinator', 'Name': 'Perry Fewell'}","{'Role': 'Defensive line', 'Name': 'Robert Nunn'}","{'Role': 'Linebackers', 'Name': 'Jim Herrmann'}","{'Role': 'Secondary/cornerbacks', 'Name': 'Peter Giunta'}","{'Role': 'Secondary/safeties', 'Name': 'David Merritt'}","{'Role': 'Defensive assistant', 'Name': 'Rob Leonard'}","{'Role': 'Special teams coordinator', 'Name': 'Tom Quinn'}","{'Role': 'Assistant special teams', 'Name': 'Larry Izzo'}","{'Role': 'Strength and conditioning', 'Name': 'Jerry Palmieri'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Markus Paul'}","{'Role': 'Strength and conditioning assistant', 'Name': 'Joe Danos'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['New Orleans Saints', 2021]","{'Role': 'Owner', 'Name': 'Gayle Benson'}","{'Role': 'President', 'Name': 'Dennis Lauscha'}","{'Role': 'Executive vice president/general manager', 'Name': 'Mickey Loomis'}","{'Role': 'Senior vice president/chief operating officer', 'Name': 'Ben Hales'}","{'Role': 'Asst. general manager/college scouting director', 'Name': 'Jeff Ireland'}","{'Role': 'Vice president of football administration', 'Name': 'Khai Harley'}","{'Role': 'Director of operations', 'Name': 'James Nagaoka'}","{'Role': 'Director of pro scouting', 'Name': 'Justin Matthews'}","{'Role': 'Pro scout', 'Name': 'Michael Parenton'}","{'Role': 'Head coach', 'Name': 'Sean Payton'}","{'Role': 'Assistant head coach/defensive line', 'Name': 'Ryan Nielsen'}","{'Role': 'Offensive coordinator', 'Name': 'Pete Carmichael'}","{'Role': 'Quarterbacks', 'Name': 'Ronald Curry'}","{'Role': 'Running backs', 'Name': 'Joel Thomas'}","{'Role': 'Senior offensive assistant/wide receivers coach', 'Name': 'Curtis Johnson'}","{'Role': 'Run game coordinator/tight ends', 'Name': 'Dan Roushar'}","{'Role': 'Offensive line', 'Name': 'Brendan Nugent'}","{'Role': 'Assistant offensive line', 'Name': 'Zach Strief'}","{'Role': 'Assistant to the head coach/offensive assistant', 'Name': 'Kevin Petry'}","{'Role': 'Offensive assistant', 'Name': 'Declan Doyle'}","{'Role': 'Offensive assistant', 'Name': 'D. J. Williams'}","{'Role': 'Offensive analyst', 'Name': 'Jim Chaney'}","{'Role': 'Defensive coordinator', 'Name': 'Dennis Allen'}","{'Role': 'Linebackers', 'Name': 'Michael Hodges'}","{'Role': 'Defensive backs', 'Name': 'Kris Richard'}","{'Role': 'Senior defensive assistant', 'Name': 'Peter Giunta'}","{'Role': 'Assistant secondary', 'Name': 'Cory Robinson'}","{'Role': 'Pass rush specialist', 'Name': 'Brian Young'}","{'Role': 'Special teams coordinator', 'Name': 'Darren Rizzi'}","{'Role': 'Assistant special teams', 'Name': 'Phil Galiano'}","{'Role': 'Head strength and conditioning', 'Name': 'Dan Dalrymple'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Charles Byrd'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Rob Wenning'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
