from_coach_id,to_coach_id,team,year,from_role,to_role,edge_weight,edge_type
582,1265,Los Angeles Chargers,2012,Head Coach,Specialist Coach,1,hierarchical
582,1365,Los Angeles Chargers,2012,Head Coach,Coordinator,1,hierarchical
267,559,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
267,639,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
27,559,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
27,639,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
185,559,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
185,639,Los Angeles Chargers,2013,Coordinator,Specialist Coach,1,hierarchical
805,267,Los Angeles Chargers,2013,Head Coach,Coordinator,1,hierarchical
805,559,Los Angeles Chargers,2013,Head Coach,Specialist Coach,1,hierarchical
805,27,Los Angeles Chargers,2013,Head Coach,Coordinator,1,hierarchical
805,639,Los Angeles Chargers,2013,Head Coach,Specialist Coach,1,hierarchical
805,185,Los Angeles Chargers,2013,Head Coach,Coordinator,1,hierarchical
805,657,Los Angeles Chargers,2014,Head Coach,Coordinator,1,hierarchical
805,559,Los Angeles Chargers,2014,Head Coach,Specialist Coach,1,hierarchical
805,267,Los Angeles Chargers,2014,Head Coach,Coordinator,1,hierarchical
805,27,Los Angeles Chargers,2014,Head Coach,Coordinator,1,hierarchical
805,641,Los Angeles Chargers,2014,Head Coach,Specialist Coach,1,hierarchical
657,559,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
657,641,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
267,559,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
267,641,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
27,559,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
27,641,Los Angeles Chargers,2014,Coordinator,Specialist Coach,1,hierarchical
657,1081,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
657,641,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
805,657,Los Angeles Chargers,2015,Head Coach,Coordinator,1,hierarchical
805,804,Los Angeles Chargers,2015,Head Coach,Coordinator,1,hierarchical
805,1081,Los Angeles Chargers,2015,Head Coach,Specialist Coach,1,hierarchical
805,27,Los Angeles Chargers,2015,Head Coach,Coordinator,1,hierarchical
805,641,Los Angeles Chargers,2015,Head Coach,Specialist Coach,1,hierarchical
804,1081,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
804,641,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
27,1081,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
27,641,Los Angeles Chargers,2015,Coordinator,Specialist Coach,1,hierarchical
185,1351,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
185,1352,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
185,1081,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
805,185,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
805,1351,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
805,1352,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
805,804,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
805,1081,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
805,27,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
1299,185,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
1299,1351,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
1299,1352,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
1299,804,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
1299,1081,Los Angeles Chargers,2016,Head Coach,Specialist Coach,1,hierarchical
1299,27,Los Angeles Chargers,2016,Head Coach,Coordinator,1,hierarchical
804,1351,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
804,1352,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
804,1081,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
27,1351,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
27,1352,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
27,1081,Los Angeles Chargers,2016,Coordinator,Specialist Coach,1,hierarchical
485,1298,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
485,932,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
485,1299,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
185,1298,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
185,932,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
185,1299,Los Angeles Chargers,2017,Coordinator,Specialist Coach,1,hierarchical
454,1298,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
454,485,Los Angeles Chargers,2017,Head Coach,Coordinator,1,hierarchical
454,932,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
454,1299,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
454,185,Los Angeles Chargers,2017,Head Coach,Coordinator,1,hierarchical
546,1298,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
546,485,Los Angeles Chargers,2017,Head Coach,Coordinator,1,hierarchical
546,932,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
546,1299,Los Angeles Chargers,2017,Head Coach,Specialist Coach,1,hierarchical
546,185,Los Angeles Chargers,2017,Head Coach,Coordinator,1,hierarchical
185,932,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
185,1225,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
185,1290,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
485,932,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
485,1225,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
485,1290,Los Angeles Chargers,2018,Coordinator,Specialist Coach,1,hierarchical
454,185,Los Angeles Chargers,2018,Head Coach,Coordinator,1,hierarchical
454,485,Los Angeles Chargers,2018,Head Coach,Coordinator,1,hierarchical
454,932,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
454,1225,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
454,1290,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
546,185,Los Angeles Chargers,2018,Head Coach,Coordinator,1,hierarchical
546,485,Los Angeles Chargers,2018,Head Coach,Coordinator,1,hierarchical
546,932,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
546,1225,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
546,1290,Los Angeles Chargers,2018,Head Coach,Specialist Coach,1,hierarchical
485,1290,Los Angeles Chargers,2019,Coordinator,Specialist Coach,1,hierarchical
485,932,Los Angeles Chargers,2019,Coordinator,Specialist Coach,1,hierarchical
641,1290,Los Angeles Chargers,2019,Coordinator,Specialist Coach,1,hierarchical
641,932,Los Angeles Chargers,2019,Coordinator,Specialist Coach,1,hierarchical
454,1290,Los Angeles Chargers,2019,Head Coach,Specialist Coach,1,hierarchical
454,485,Los Angeles Chargers,2019,Head Coach,Coordinator,1,hierarchical
454,932,Los Angeles Chargers,2019,Head Coach,Specialist Coach,1,hierarchical
454,641,Los Angeles Chargers,2019,Head Coach,Coordinator,1,hierarchical
546,1290,Los Angeles Chargers,2019,Head Coach,Specialist Coach,1,hierarchical
546,485,Los Angeles Chargers,2019,Head Coach,Coordinator,1,hierarchical
546,932,Los Angeles Chargers,2019,Head Coach,Specialist Coach,1,hierarchical
546,641,Los Angeles Chargers,2019,Head Coach,Coordinator,1,hierarchical
485,928,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
485,929,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
485,262,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
570,928,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
570,929,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
570,262,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
641,928,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
641,929,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
641,262,Los Angeles Chargers,2020,Coordinator,Specialist Coach,1,hierarchical
454,485,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
454,928,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
454,570,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
454,641,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
454,929,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
454,262,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
546,485,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
546,928,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
546,570,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
546,641,Los Angeles Chargers,2020,Head Coach,Coordinator,1,hierarchical
546,929,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
546,262,Los Angeles Chargers,2020,Head Coach,Specialist Coach,1,hierarchical
930,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
930,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
930,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
48,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
48,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
48,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
846,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
846,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
846,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
78,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
78,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
78,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
715,930,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,931,Los Angeles Chargers,2021,Head Coach,Specialist Coach,1,hierarchical
715,932,Los Angeles Chargers,2021,Head Coach,Specialist Coach,1,hierarchical
715,48,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,846,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,78,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,941,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,880,Los Angeles Chargers,2021,Head Coach,Coordinator,1,hierarchical
715,948,Los Angeles Chargers,2021,Head Coach,Specialist Coach,1,hierarchical
941,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
941,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
941,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
880,931,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
880,932,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
880,948,Los Angeles Chargers,2021,Coordinator,Specialist Coach,1,hierarchical
78,931,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
78,950,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
78,951,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
78,948,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
78,962,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
941,931,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
941,950,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
941,951,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
941,948,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
941,962,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
930,931,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
930,950,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
930,951,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
930,948,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
930,962,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
846,931,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
846,950,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
846,951,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
846,948,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
846,962,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
960,78,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
960,941,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
960,930,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
960,931,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
960,950,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
960,951,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
960,846,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
960,933,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
960,948,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
960,962,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
715,78,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
715,941,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
715,930,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
715,931,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
715,950,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
715,951,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
715,846,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
715,933,Los Angeles Chargers,2022,Head Coach,Coordinator,1,hierarchical
715,948,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
715,962,Los Angeles Chargers,2022,Head Coach,Specialist Coach,1,hierarchical
933,931,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
933,950,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
933,951,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
933,948,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
933,962,Los Angeles Chargers,2022,Coordinator,Specialist Coach,1,hierarchical
933,934,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
933,931,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
933,950,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
933,951,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
457,934,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
457,931,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
457,950,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
457,951,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
935,934,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
935,931,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
935,950,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
935,951,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
936,934,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
936,931,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
936,950,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
936,951,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
673,934,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
673,931,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
673,950,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
673,951,Los Angeles Chargers,2023,Coordinator,Specialist Coach,1,hierarchical
961,933,Los Angeles Chargers,2023,Head Coach,Coordinator,1,hierarchical
961,934,Los Angeles Chargers,2023,Head Coach,Specialist Coach,1,hierarchical
961,457,Los Angeles Chargers,2023,Head Coach,Coordinator,1,hierarchical
961,935,Los Angeles Chargers,2023,Head Coach,Coordinator,1,hierarchical
961,936,Los Angeles Chargers,2023,Head Coach,Coordinator,1,hierarchical
961,931,Los Angeles Chargers,2023,Head Coach,Specialist Coach,1,hierarchical
961,950,Los Angeles Chargers,2023,Head Coach,Specialist Coach,1,hierarchical
961,951,Los Angeles Chargers,2023,Head Coach,Specialist Coach,1,hierarchical
961,673,Los Angeles Chargers,2023,Head Coach,Coordinator,1,hierarchical
525,337,Los Angeles Chargers,2024,Head Coach,Coordinator,1,hierarchical
525,635,Los Angeles Chargers,2024,Head Coach,Coordinator,1,hierarchical
525,933,Los Angeles Chargers,2024,Head Coach,Coordinator,1,hierarchical
525,934,Los Angeles Chargers,2024,Head Coach,Specialist Coach,1,hierarchical
525,937,Los Angeles Chargers,2024,Head Coach,Specialist Coach,1,hierarchical
525,938,Los Angeles Chargers,2024,Head Coach,Coordinator,1,hierarchical
525,939,Los Angeles Chargers,2024,Head Coach,Specialist Coach,1,hierarchical
525,190,Los Angeles Chargers,2024,Head Coach,Specialist Coach,1,hierarchical
525,940,Los Angeles Chargers,2024,Head Coach,Coordinator,1,hierarchical
337,934,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
337,937,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
337,939,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
337,190,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
635,934,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
635,937,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
635,939,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
635,190,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
933,934,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
933,937,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
933,939,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
933,190,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
938,934,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
938,937,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
938,939,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
938,190,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
940,934,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
940,937,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
940,939,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
940,190,Los Angeles Chargers,2024,Coordinator,Specialist Coach,1,hierarchical
635,190,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
635,934,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
635,937,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
635,949,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
337,190,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
337,934,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
337,937,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
337,949,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
525,635,Los Angeles Chargers,2025,Head Coach,Coordinator,1,hierarchical
525,337,Los Angeles Chargers,2025,Head Coach,Coordinator,1,hierarchical
525,940,Los Angeles Chargers,2025,Head Coach,Coordinator,1,hierarchical
525,190,Los Angeles Chargers,2025,Head Coach,Specialist Coach,1,hierarchical
525,933,Los Angeles Chargers,2025,Head Coach,Coordinator,1,hierarchical
525,934,Los Angeles Chargers,2025,Head Coach,Specialist Coach,1,hierarchical
525,937,Los Angeles Chargers,2025,Head Coach,Specialist Coach,1,hierarchical
525,938,Los Angeles Chargers,2025,Head Coach,Coordinator,1,hierarchical
525,949,Los Angeles Chargers,2025,Head Coach,Specialist Coach,1,hierarchical
940,190,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
940,934,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
940,937,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
940,949,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
933,190,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
933,934,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
933,937,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
933,949,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
938,190,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
938,934,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
938,937,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
938,949,Los Angeles Chargers,2025,Coordinator,Specialist Coach,1,hierarchical
153,62,Los Angeles Rams,1980,Head Coach,Coordinator,1,hierarchical
153,152,Los Angeles Rams,1980,Head Coach,Coordinator,1,hierarchical
153,62,Los Angeles Rams,1981,Head Coach,Coordinator,1,hierarchical
153,152,Los Angeles Rams,1981,Head Coach,Coordinator,1,hierarchical
153,322,Los Angeles Rams,1982,Head Coach,Coordinator,1,hierarchical
153,1361,Los Angeles Rams,1982,Head Coach,Coordinator,1,hierarchical
1355,34,Los Angeles Rams,1983,Head Coach,Coordinator,1,hierarchical
1355,545,Los Angeles Rams,1987,Head Coach,Coordinator,1,hierarchical
1355,1235,Los Angeles Rams,1987,Head Coach,Coordinator,1,hierarchical
1355,545,Los Angeles Rams,1988,Head Coach,Coordinator,1,hierarchical
1355,1235,Los Angeles Rams,1988,Head Coach,Coordinator,1,hierarchical
1355,1235,Los Angeles Rams,1989,Head Coach,Coordinator,1,hierarchical
1355,545,Los Angeles Rams,1989,Head Coach,Coordinator,1,hierarchical
1355,1235,Los Angeles Rams,1990,Head Coach,Coordinator,1,hierarchical
1355,545,Los Angeles Rams,1990,Head Coach,Coordinator,1,hierarchical
1355,206,Los Angeles Rams,1991,Head Coach,Coordinator,1,hierarchical
1355,34,Los Angeles Rams,1991,Head Coach,Coordinator,1,hierarchical
1355,1235,Los Angeles Rams,1991,Head Coach,Coordinator,1,hierarchical
1279,140,Los Angeles Rams,1992,Coordinator,Specialist Coach,1,hierarchical
1235,140,Los Angeles Rams,1992,Coordinator,Specialist Coach,1,hierarchical
53,1279,Los Angeles Rams,1992,Head Coach,Coordinator,1,hierarchical
53,140,Los Angeles Rams,1992,Head Coach,Specialist Coach,1,hierarchical
53,1235,Los Angeles Rams,1992,Head Coach,Coordinator,1,hierarchical
163,1279,Los Angeles Rams,1992,Head Coach,Coordinator,1,hierarchical
163,140,Los Angeles Rams,1992,Head Coach,Specialist Coach,1,hierarchical
163,1235,Los Angeles Rams,1992,Head Coach,Coordinator,1,hierarchical
1279,1362,Los Angeles Rams,1993,Coordinator,Specialist Coach,1,hierarchical
1279,140,Los Angeles Rams,1993,Coordinator,Specialist Coach,1,hierarchical
1235,1362,Los Angeles Rams,1993,Coordinator,Specialist Coach,1,hierarchical
1235,140,Los Angeles Rams,1993,Coordinator,Specialist Coach,1,hierarchical
53,1362,Los Angeles Rams,1993,Head Coach,Specialist Coach,1,hierarchical
53,1279,Los Angeles Rams,1993,Head Coach,Coordinator,1,hierarchical
53,140,Los Angeles Rams,1993,Head Coach,Specialist Coach,1,hierarchical
53,1235,Los Angeles Rams,1993,Head Coach,Coordinator,1,hierarchical
163,1362,Los Angeles Rams,1993,Head Coach,Specialist Coach,1,hierarchical
163,1279,Los Angeles Rams,1993,Head Coach,Coordinator,1,hierarchical
163,140,Los Angeles Rams,1993,Head Coach,Specialist Coach,1,hierarchical
163,1235,Los Angeles Rams,1993,Head Coach,Coordinator,1,hierarchical
1279,1362,Los Angeles Rams,1994,Coordinator,Specialist Coach,1,hierarchical
1279,444,Los Angeles Rams,1994,Coordinator,Specialist Coach,1,hierarchical
1363,1362,Los Angeles Rams,1994,Coordinator,Specialist Coach,1,hierarchical
1363,444,Los Angeles Rams,1994,Coordinator,Specialist Coach,1,hierarchical
53,1362,Los Angeles Rams,1994,Head Coach,Specialist Coach,1,hierarchical
53,1279,Los Angeles Rams,1994,Head Coach,Coordinator,1,hierarchical
53,444,Los Angeles Rams,1994,Head Coach,Specialist Coach,1,hierarchical
53,1363,Los Angeles Rams,1994,Head Coach,Coordinator,1,hierarchical
163,1362,Los Angeles Rams,1994,Head Coach,Specialist Coach,1,hierarchical
163,1279,Los Angeles Rams,1994,Head Coach,Coordinator,1,hierarchical
163,444,Los Angeles Rams,1994,Head Coach,Specialist Coach,1,hierarchical
163,1363,Los Angeles Rams,1994,Head Coach,Coordinator,1,hierarchical
132,154,Los Angeles Rams,1995,Coordinator,Specialist Coach,1,hierarchical
132,157,Los Angeles Rams,1995,Coordinator,Specialist Coach,1,hierarchical
155,132,Los Angeles Rams,1995,Head Coach,Coordinator,1,hierarchical
155,154,Los Angeles Rams,1995,Head Coach,Specialist Coach,1,hierarchical
155,95,Los Angeles Rams,1995,Head Coach,Coordinator,1,hierarchical
155,157,Los Angeles Rams,1995,Head Coach,Specialist Coach,1,hierarchical
95,154,Los Angeles Rams,1995,Coordinator,Specialist Coach,1,hierarchical
95,157,Los Angeles Rams,1995,Coordinator,Specialist Coach,1,hierarchical
156,132,Los Angeles Rams,1995,Head Coach,Coordinator,1,hierarchical
156,154,Los Angeles Rams,1995,Head Coach,Specialist Coach,1,hierarchical
156,95,Los Angeles Rams,1995,Head Coach,Coordinator,1,hierarchical
156,157,Los Angeles Rams,1995,Head Coach,Specialist Coach,1,hierarchical
155,132,Los Angeles Rams,1996,Head Coach,Coordinator,1,hierarchical
155,95,Los Angeles Rams,1996,Head Coach,Coordinator,1,hierarchical
156,132,Los Angeles Rams,1996,Head Coach,Coordinator,1,hierarchical
156,95,Los Angeles Rams,1996,Head Coach,Coordinator,1,hierarchical
138,137,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
138,135,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
139,137,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
139,135,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
140,137,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
140,135,Los Angeles Rams,1999,Coordinator,Specialist Coach,1,hierarchical
141,137,Los Angeles Rams,1999,Head Coach,Specialist Coach,1,hierarchical
