from_coach_id,to_coach_id,team,year,from_role,to_role,edge_weight,edge_type
562,248,Arizona Cardinals,1980,Head Coach,Coordinator,1,hierarchical
607,248,Arizona Cardinals,1980,Head Coach,Coordinator,1,hierarchical
607,248,Arizona Cardinals,1981,Head Coach,Coordinator,1,hierarchical
562,248,Arizona Cardinals,1981,Head Coach,Coordinator,1,hierarchical
607,248,Arizona Cardinals,1982,Head Coach,Coordinator,1,hierarchical
562,248,Arizona Cardinals,1982,Head Coach,Coordinator,1,hierarchical
518,248,Arizona Cardinals,1982,Head Coach,Coordinator,1,hierarchical
562,1347,Arizona Cardinals,1983,Head Coach,Specialist Coach,1,hierarchical
562,248,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
562,357,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
248,1347,Arizona Cardinals,1983,Coordinator,Specialist Coach,1,hierarchical
518,1347,Arizona Cardinals,1983,Head Coach,Specialist Coach,1,hierarchical
518,248,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
518,357,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
357,1347,Arizona Cardinals,1983,Coordinator,Specialist Coach,1,hierarchical
607,1347,Arizona Cardinals,1983,Head Coach,Specialist Coach,1,hierarchical
607,248,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
607,357,Arizona Cardinals,1983,Head Coach,Coordinator,1,hierarchical
248,1347,Arizona Cardinals,1984,Coordinator,Specialist Coach,1,hierarchical
518,1347,Arizona Cardinals,1984,Head Coach,Specialist Coach,1,hierarchical
518,248,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
518,357,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
357,1347,Arizona Cardinals,1984,Coordinator,Specialist Coach,1,hierarchical
562,1347,Arizona Cardinals,1984,Head Coach,Specialist Coach,1,hierarchical
562,248,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
562,357,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
607,1347,Arizona Cardinals,1984,Head Coach,Specialist Coach,1,hierarchical
607,248,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
607,357,Arizona Cardinals,1984,Head Coach,Coordinator,1,hierarchical
607,566,Arizona Cardinals,1985,Head Coach,Coordinator,1,hierarchical
562,566,Arizona Cardinals,1985,Head Coach,Coordinator,1,hierarchical
518,566,Arizona Cardinals,1985,Head Coach,Coordinator,1,hierarchical
240,562,Arizona Cardinals,1986,Coordinator,Specialist Coach,1,hierarchical
563,562,Arizona Cardinals,1986,Head Coach,Specialist Coach,1,hierarchical
563,240,Arizona Cardinals,1986,Head Coach,Coordinator,1,hierarchical
240,562,Arizona Cardinals,1987,Coordinator,Specialist Coach,1,hierarchical
563,562,Arizona Cardinals,1987,Head Coach,Specialist Coach,1,hierarchical
563,240,Arizona Cardinals,1987,Head Coach,Coordinator,1,hierarchical
240,562,Arizona Cardinals,1988,Coordinator,Specialist Coach,1,hierarchical
563,562,Arizona Cardinals,1988,Head Coach,Specialist Coach,1,hierarchical
563,240,Arizona Cardinals,1988,Head Coach,Coordinator,1,hierarchical
240,562,Arizona Cardinals,1989,Coordinator,Specialist Coach,1,hierarchical
1349,562,Arizona Cardinals,1989,Head Coach,Specialist Coach,1,hierarchical
1349,240,Arizona Cardinals,1989,Head Coach,Coordinator,1,hierarchical
134,387,Arizona Cardinals,1990,Head Coach,Specialist Coach,1,hierarchical
134,106,Arizona Cardinals,1990,Head Coach,Coordinator,1,hierarchical
134,111,Arizona Cardinals,1990,Head Coach,Coordinator,1,hierarchical
106,387,Arizona Cardinals,1990,Coordinator,Specialist Coach,1,hierarchical
111,387,Arizona Cardinals,1990,Coordinator,Specialist Coach,1,hierarchical
545,387,Arizona Cardinals,1991,Coordinator,Specialist Coach,1,hierarchical
111,387,Arizona Cardinals,1991,Coordinator,Specialist Coach,1,hierarchical
134,387,Arizona Cardinals,1991,Head Coach,Specialist Coach,1,hierarchical
134,545,Arizona Cardinals,1991,Head Coach,Coordinator,1,hierarchical
134,111,Arizona Cardinals,1991,Head Coach,Coordinator,1,hierarchical
545,387,Arizona Cardinals,1992,Coordinator,Specialist Coach,1,hierarchical
111,387,Arizona Cardinals,1992,Coordinator,Specialist Coach,1,hierarchical
134,387,Arizona Cardinals,1992,Head Coach,Specialist Coach,1,hierarchical
134,545,Arizona Cardinals,1992,Head Coach,Coordinator,1,hierarchical
134,111,Arizona Cardinals,1992,Head Coach,Coordinator,1,hierarchical
545,387,Arizona Cardinals,1993,Coordinator,Specialist Coach,1,hierarchical
111,387,Arizona Cardinals,1993,Coordinator,Specialist Coach,1,hierarchical
134,387,Arizona Cardinals,1993,Head Coach,Specialist Coach,1,hierarchical
134,545,Arizona Cardinals,1993,Head Coach,Coordinator,1,hierarchical
134,111,Arizona Cardinals,1993,Head Coach,Coordinator,1,hierarchical
564,565,Arizona Cardinals,1994,Coordinator,Specialist Coach,1,hierarchical
255,565,Arizona Cardinals,1994,Coordinator,Specialist Coach,1,hierarchical
199,564,Arizona Cardinals,1994,Head Coach,Coordinator,1,hierarchical
199,565,Arizona Cardinals,1994,Head Coach,Specialist Coach,1,hierarchical
199,255,Arizona Cardinals,1994,Head Coach,Coordinator,1,hierarchical
199,564,Arizona Cardinals,1995,Head Coach,Coordinator,1,hierarchical
199,255,Arizona Cardinals,1995,Head Coach,Coordinator,1,hierarchical
327,503,Arizona Cardinals,1996,Head Coach,Coordinator,1,hierarchical
327,65,Arizona Cardinals,1996,Head Coach,Coordinator,1,hierarchical
327,566,Arizona Cardinals,1997,Head Coach,Coordinator,1,hierarchical
327,503,Arizona Cardinals,1997,Head Coach,Coordinator,1,hierarchical
327,503,Arizona Cardinals,1998,Head Coach,Coordinator,1,hierarchical
327,190,Arizona Cardinals,1998,Head Coach,Coordinator,1,hierarchical
327,503,Arizona Cardinals,1999,Head Coach,Coordinator,1,hierarchical
327,190,Arizona Cardinals,1999,Head Coach,Coordinator,1,hierarchical
503,517,Arizona Cardinals,2000,Coordinator,Specialist Coach,1,hierarchical
190,517,Arizona Cardinals,2000,Coordinator,Specialist Coach,1,hierarchical
503,517,Arizona Cardinals,2000,Head Coach,Specialist Coach,1,hierarchical
503,503,Arizona Cardinals,2000,Head Coach,Coordinator,1,hierarchical
503,190,Arizona Cardinals,2000,Head Coach,Coordinator,1,hierarchical
581,568,Arizona Cardinals,2001,Coordinator,Specialist Coach,1,hierarchical
503,581,Arizona Cardinals,2001,Head Coach,Coordinator,1,hierarchical
503,567,Arizona Cardinals,2001,Head Coach,Coordinator,1,hierarchical
503,568,Arizona Cardinals,2001,Head Coach,Specialist Coach,1,hierarchical
567,568,Arizona Cardinals,2001,Coordinator,Specialist Coach,1,hierarchical
503,581,Arizona Cardinals,2002,Head Coach,Coordinator,1,hierarchical
503,567,Arizona Cardinals,2002,Head Coach,Coordinator,1,hierarchical
503,568,Arizona Cardinals,2002,Head Coach,Specialist Coach,1,hierarchical
581,568,Arizona Cardinals,2002,Coordinator,Specialist Coach,1,hierarchical
567,568,Arizona Cardinals,2002,Coordinator,Specialist Coach,1,hierarchical
567,568,Arizona Cardinals,2003,Coordinator,Specialist Coach,1,hierarchical
569,568,Arizona Cardinals,2003,Coordinator,Specialist Coach,1,hierarchical
503,567,Arizona Cardinals,2003,Head Coach,Coordinator,1,hierarchical
503,568,Arizona Cardinals,2003,Head Coach,Specialist Coach,1,hierarchical
503,569,Arizona Cardinals,2003,Head Coach,Coordinator,1,hierarchical
579,580,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
579,615,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
579,578,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
616,580,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
616,615,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
616,578,Arizona Cardinals,2004,Coordinator,Specialist Coach,1,hierarchical
577,580,Arizona Cardinals,2004,Head Coach,Specialist Coach,1,hierarchical
577,579,Arizona Cardinals,2004,Head Coach,Coordinator,1,hierarchical
577,615,Arizona Cardinals,2004,Head Coach,Specialist Coach,1,hierarchical
577,578,Arizona Cardinals,2004,Head Coach,Specialist Coach,1,hierarchical
577,616,Arizona Cardinals,2004,Head Coach,Coordinator,1,hierarchical
576,578,Arizona Cardinals,2005,Coordinator,Specialist Coach,1,hierarchical
576,580,Arizona Cardinals,2005,Coordinator,Specialist Coach,1,hierarchical
577,576,Arizona Cardinals,2005,Head Coach,Coordinator,1,hierarchical
577,578,Arizona Cardinals,2005,Head Coach,Specialist Coach,1,hierarchical
577,579,Arizona Cardinals,2005,Head Coach,Coordinator,1,hierarchical
577,580,Arizona Cardinals,2005,Head Coach,Specialist Coach,1,hierarchical
579,578,Arizona Cardinals,2005,Coordinator,Specialist Coach,1,hierarchical
579,580,Arizona Cardinals,2005,Coordinator,Specialist Coach,1,hierarchical
613,580,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
613,578,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
579,580,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
579,578,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
576,580,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
576,578,Arizona Cardinals,2006,Coordinator,Specialist Coach,1,hierarchical
614,613,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
614,580,Arizona Cardinals,2006,Head Coach,Specialist Coach,1,hierarchical
614,579,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
614,578,Arizona Cardinals,2006,Head Coach,Specialist Coach,1,hierarchical
614,576,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
577,613,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
577,580,Arizona Cardinals,2006,Head Coach,Specialist Coach,1,hierarchical
577,579,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
577,578,Arizona Cardinals,2006,Head Coach,Specialist Coach,1,hierarchical
577,576,Arizona Cardinals,2006,Head Coach,Coordinator,1,hierarchical
185,425,Arizona Cardinals,2007,Head Coach,Coordinator,1,hierarchical
185,184,Arizona Cardinals,2007,Head Coach,Specialist Coach,1,hierarchical
185,579,Arizona Cardinals,2007,Head Coach,Coordinator,1,hierarchical
185,1572,Arizona Cardinals,2007,Head Coach,Specialist Coach,1,hierarchical
186,425,Arizona Cardinals,2007,Head Coach,Coordinator,1,hierarchical
186,184,Arizona Cardinals,2007,Head Coach,Specialist Coach,1,hierarchical
186,579,Arizona Cardinals,2007,Head Coach,Coordinator,1,hierarchical
186,1572,Arizona Cardinals,2007,Head Coach,Specialist Coach,1,hierarchical
425,184,Arizona Cardinals,2007,Coordinator,Specialist Coach,1,hierarchical
425,1572,Arizona Cardinals,2007,Coordinator,Specialist Coach,1,hierarchical
579,184,Arizona Cardinals,2007,Coordinator,Specialist Coach,1,hierarchical
579,1572,Arizona Cardinals,2007,Coordinator,Specialist Coach,1,hierarchical
286,559,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
286,428,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
167,559,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
167,428,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
186,286,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
186,559,Arizona Cardinals,2009,Head Coach,Specialist Coach,1,hierarchical
186,167,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
186,428,Arizona Cardinals,2009,Head Coach,Specialist Coach,1,hierarchical
186,267,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
185,286,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
185,559,Arizona Cardinals,2009,Head Coach,Specialist Coach,1,hierarchical
185,167,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
185,428,Arizona Cardinals,2009,Head Coach,Specialist Coach,1,hierarchical
185,267,Arizona Cardinals,2009,Head Coach,Coordinator,1,hierarchical
267,559,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
267,428,Arizona Cardinals,2009,Coordinator,Specialist Coach,1,hierarchical
286,428,Arizona Cardinals,2010,Coordinator,Specialist Coach,1,hierarchical
286,559,Arizona Cardinals,2010,Coordinator,Specialist Coach,1,hierarchical
167,428,Arizona Cardinals,2010,Coordinator,Specialist Coach,1,hierarchical
167,559,Arizona Cardinals,2010,Coordinator,Specialist Coach,1,hierarchical
186,428,Arizona Cardinals,2010,Head Coach,Specialist Coach,1,hierarchical
186,286,Arizona Cardinals,2010,Head Coach,Coordinator,1,hierarchical
186,559,Arizona Cardinals,2010,Head Coach,Specialist Coach,1,hierarchical
186,167,Arizona Cardinals,2010,Head Coach,Coordinator,1,hierarchical
185,428,Arizona Cardinals,2010,Head Coach,Specialist Coach,1,hierarchical
185,286,Arizona Cardinals,2010,Head Coach,Coordinator,1,hierarchical
185,559,Arizona Cardinals,2010,Head Coach,Specialist Coach,1,hierarchical
185,167,Arizona Cardinals,2010,Head Coach,Coordinator,1,hierarchical
605,559,Arizona Cardinals,2011,Coordinator,Specialist Coach,1,hierarchical
605,428,Arizona Cardinals,2011,Coordinator,Specialist Coach,1,hierarchical
167,559,Arizona Cardinals,2011,Coordinator,Specialist Coach,1,hierarchical
167,428,Arizona Cardinals,2011,Coordinator,Specialist Coach,1,hierarchical
186,559,Arizona Cardinals,2011,Head Coach,Specialist Coach,1,hierarchical
186,428,Arizona Cardinals,2011,Head Coach,Specialist Coach,1,hierarchical
186,605,Arizona Cardinals,2011,Head Coach,Coordinator,1,hierarchical
186,167,Arizona Cardinals,2011,Head Coach,Coordinator,1,hierarchical
185,559,Arizona Cardinals,2011,Head Coach,Specialist Coach,1,hierarchical
185,428,Arizona Cardinals,2011,Head Coach,Specialist Coach,1,hierarchical
185,605,Arizona Cardinals,2011,Head Coach,Coordinator,1,hierarchical
185,167,Arizona Cardinals,2011,Head Coach,Coordinator,1,hierarchical
605,428,Arizona Cardinals,2012,Coordinator,Specialist Coach,1,hierarchical
605,559,Arizona Cardinals,2012,Coordinator,Specialist Coach,1,hierarchical
167,428,Arizona Cardinals,2012,Coordinator,Specialist Coach,1,hierarchical
167,559,Arizona Cardinals,2012,Coordinator,Specialist Coach,1,hierarchical
186,428,Arizona Cardinals,2012,Head Coach,Specialist Coach,1,hierarchical
186,605,Arizona Cardinals,2012,Head Coach,Coordinator,1,hierarchical
186,559,Arizona Cardinals,2012,Head Coach,Specialist Coach,1,hierarchical
186,167,Arizona Cardinals,2012,Head Coach,Coordinator,1,hierarchical
185,428,Arizona Cardinals,2012,Head Coach,Specialist Coach,1,hierarchical
185,605,Arizona Cardinals,2012,Head Coach,Coordinator,1,hierarchical
185,559,Arizona Cardinals,2012,Head Coach,Specialist Coach,1,hierarchical
185,167,Arizona Cardinals,2012,Head Coach,Coordinator,1,hierarchical
1402,1515,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
1402,1516,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
289,1515,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
289,1516,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
179,1515,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
179,1516,Arizona Cardinals,2013,Coordinator,Specialist Coach,1,hierarchical
176,1402,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
176,1515,Arizona Cardinals,2013,Head Coach,Specialist Coach,1,hierarchical
176,289,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
176,1516,Arizona Cardinals,2013,Head Coach,Specialist Coach,1,hierarchical
176,179,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
180,1402,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
180,1515,Arizona Cardinals,2013,Head Coach,Specialist Coach,1,hierarchical
180,289,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
180,1516,Arizona Cardinals,2013,Head Coach,Specialist Coach,1,hierarchical
180,179,Arizona Cardinals,2013,Head Coach,Coordinator,1,hierarchical
176,179,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
176,1402,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
176,1515,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
176,289,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
176,1516,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
176,1517,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
180,179,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
180,1402,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
180,1515,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
180,289,Arizona Cardinals,2014,Head Coach,Coordinator,1,hierarchical
180,1516,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
180,1517,Arizona Cardinals,2014,Head Coach,Specialist Coach,1,hierarchical
179,1515,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
179,1516,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
179,1517,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
1402,1515,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
1402,1516,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
1402,1517,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
289,1515,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
289,1516,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
289,1517,Arizona Cardinals,2014,Coordinator,Specialist Coach,1,hierarchical
180,1402,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
180,1515,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
180,676,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
180,1516,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
180,1517,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
180,179,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
1402,1515,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
1402,1516,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
1402,1517,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
676,1515,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
676,1516,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
676,1517,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
179,1515,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
179,1516,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
179,1517,Arizona Cardinals,2015,Coordinator,Specialist Coach,1,hierarchical
176,1402,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
176,1515,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
176,676,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
176,1516,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
176,1517,Arizona Cardinals,2015,Head Coach,Specialist Coach,1,hierarchical
176,179,Arizona Cardinals,2015,Head Coach,Coordinator,1,hierarchical
1402,1515,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
1402,1516,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
676,1515,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
676,1516,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
179,1515,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
179,1516,Arizona Cardinals,2016,Coordinator,Specialist Coach,1,hierarchical
176,1402,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
176,1515,Arizona Cardinals,2016,Head Coach,Specialist Coach,1,hierarchical
176,676,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
176,1516,Arizona Cardinals,2016,Head Coach,Specialist Coach,1,hierarchical
176,179,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
180,1402,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
180,1515,Arizona Cardinals,2016,Head Coach,Specialist Coach,1,hierarchical
180,676,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
180,1516,Arizona Cardinals,2016,Head Coach,Specialist Coach,1,hierarchical
180,179,Arizona Cardinals,2016,Head Coach,Coordinator,1,hierarchical
180,179,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
180,1402,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
180,1515,Arizona Cardinals,2017,Head Coach,Specialist Coach,1,hierarchical
180,676,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
180,1516,Arizona Cardinals,2017,Head Coach,Specialist Coach,1,hierarchical
176,179,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
176,1402,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
176,1515,Arizona Cardinals,2017,Head Coach,Specialist Coach,1,hierarchical
176,676,Arizona Cardinals,2017,Head Coach,Coordinator,1,hierarchical
176,1516,Arizona Cardinals,2017,Head Coach,Specialist Coach,1,hierarchical
179,1515,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
179,1516,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
1402,1515,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
1402,1516,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
676,1515,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
676,1516,Arizona Cardinals,2017,Coordinator,Specialist Coach,1,hierarchical
1426,1200,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
1426,1513,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
1426,1131,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
717,1200,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
717,1513,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
717,1131,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
805,1200,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
805,1513,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
805,1131,Arizona Cardinals,2018,Coordinator,Specialist Coach,1,hierarchical
1514,1426,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
1514,1200,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
1514,717,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
1514,1513,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
1514,1131,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
1514,805,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
554,1426,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
554,1200,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
554,717,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
554,1513,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
554,1131,Arizona Cardinals,2018,Head Coach,Specialist Coach,1,hierarchical
554,805,Arizona Cardinals,2018,Head Coach,Coordinator,1,hierarchical
1069,569,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
1069,1473,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
1069,1067,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
1069,1512,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
348,569,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
348,1473,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
348,1067,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
348,1512,Arizona Cardinals,2019,Coordinator,Specialist Coach,1,hierarchical
1426,569,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
1426,1473,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
1426,1067,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
1426,1069,Arizona Cardinals,2019,Head Coach,Coordinator,1,hierarchical
1426,1512,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
1426,348,Arizona Cardinals,2019,Head Coach,Coordinator,1,hierarchical
818,569,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
818,1473,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
818,1067,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
818,1069,Arizona Cardinals,2019,Head Coach,Coordinator,1,hierarchical
818,1512,Arizona Cardinals,2019,Head Coach,Specialist Coach,1,hierarchical
818,348,Arizona Cardinals,2019,Head Coach,Coordinator,1,hierarchical
1069,1473,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
1069,1067,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
1069,1526,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
1069,1527,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
348,1473,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
348,1067,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
348,1526,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
348,1527,Arizona Cardinals,2020,Coordinator,Specialist Coach,1,hierarchical
1426,1069,Arizona Cardinals,2020,Head Coach,Coordinator,1,hierarchical
1426,1473,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
1426,1067,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
1426,1526,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
1426,1527,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
1426,348,Arizona Cardinals,2020,Head Coach,Coordinator,1,hierarchical
818,1069,Arizona Cardinals,2020,Head Coach,Coordinator,1,hierarchical
818,1473,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
818,1067,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
818,1526,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
818,1527,Arizona Cardinals,2020,Head Coach,Specialist Coach,1,hierarchical
818,348,Arizona Cardinals,2020,Head Coach,Coordinator,1,hierarchical
1069,1473,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1069,1067,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1069,1526,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1069,1537,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1538,1473,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1538,1067,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1538,1526,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1538,1537,Arizona Cardinals,2021,Coordinator,Specialist Coach,1,hierarchical
1426,1473,Arizona Cardinals,2021,Head Coach,Specialist Coach,1,hierarchical
1426,1067,Arizona Cardinals,2021,Head Coach,Specialist Coach,1,hierarchical
