from_coach_id,coach,community,team,year,avg_max_future_value,avg_oe_future_value,median_oe_future_value,total_oe_future_value,num_reports
187,Mike Riley,7,Los Angeles Chargers,2001,0.48333333333333334,0.049999999999999996,0,0.6,12
189,Tom Coughlin,2,Jacksonville Jaguars,1995,0.6,0.10909090909090909,0,1.2,11
189,Tom Coughlin,2,Jacksonville Jaguars,1996,0.6,0.10909090909090909,0,1.2,11
189,Tom Coughlin,2,Jacksonville Jaguars,1997,0.6,0.10909090909090909,0,1.2,11
189,Tom Coughlin,2,Jacksonville Jaguars,1998,0.6166666666666667,0.15,0.09999999999999998,1.8,12
189,Tom Coughlin,2,Jacksonville Jaguars,1999,0.6,0.18571428571428572,0.09999999999999998,2.6,14
189,Tom Coughlin,2,Jacksonville Jaguars,2000,0.6,0.2,0,2.8,14
189,Tom Coughlin,2,Jacksonville Jaguars,2001,0.5285714285714286,0.09999999999999999,0,1.4,14
189,Tom Coughlin,2,Jacksonville Jaguars,2002,0.5833333333333334,0.16666666666666669,0,2,12
189,Tom Coughlin,2,New York Giants,2006,0.5857142857142857,0.14285714285714288,0,2,14
189,Tom Coughlin,2,New York Giants,2007,0.5538461538461539,0.1076923076923077,0,1.4000000000000001,14
189,Tom Coughlin,2,New York Giants,2008,0.5538461538461539,0.1076923076923077,0,1.4000000000000001,14
189,Tom Coughlin,2,New York Giants,2009,0.5285714285714286,0.08571428571428573,0,1.2000000000000002,15
189,Tom Coughlin,2,New York Giants,2010,0.5285714285714286,0.08571428571428573,0,1.2000000000000002,15
189,Tom Coughlin,2,New York Giants,2011,0.5,0.05714285714285715,0,0.8,15
189,Tom Coughlin,2,New York Giants,2012,0.5333333333333333,0.09333333333333334,0,1.4000000000000001,15
189,Tom Coughlin,2,New York Giants,2013,0.48000000000000004,0.04000000000000001,0,0.6000000000000001,15
189,Tom Coughlin,2,New York Giants,2014,0.49333333333333335,0.05333333333333334,0,0.8,15
189,Tom Coughlin,2,New York Giants,2015,0.52,0.08,0,1.2000000000000002,15
198,Don Coryell,7,Los Angeles Chargers,1980,0.7142857142857143,0.2,0.19999999999999996,1.4,7
198,Don Coryell,7,Los Angeles Chargers,1981,0.9,0.09999999999999998,0.09999999999999998,0.19999999999999996,2
198,Don Coryell,7,Los Angeles Chargers,1982,0.8,0,0,0,2
198,Don Coryell,7,Los Angeles Chargers,1985,0.68,0.2,0,2,10
207,Tom Flores,7,Las Vegas Raiders,1980,0.4666666666666667,0.044444444444444446,0,0.4,9
207,Tom Flores,7,Las Vegas Raiders,1981,0.4666666666666667,0.044444444444444446,0,0.4,9
207,Tom Flores,7,Las Vegas Raiders,1982,0.46,0.08000000000000002,0,0.8,10
207,Tom Flores,7,Las Vegas Raiders,1983,0.6,0.2,0,2.2,11
207,Tom Flores,7,Las Vegas Raiders,1984,0.6,0.18181818181818182,0,2,11
207,Tom Flores,7,Las Vegas Raiders,1985,0.47500000000000003,0.075,0,0.6,8
207,Tom Flores,7,Las Vegas Raiders,1986,0.5111111111111112,0.13333333333333333,0,1.2000000000000002,9
207,Tom Flores,7,Las Vegas Raiders,1987,0.6222222222222222,0.24444444444444446,0,2.2,9
207,Tom Flores,7,Seattle Seahawks,1992,0.6222222222222222,0.15555555555555556,0,1.4,9
207,Tom Flores,7,Seattle Seahawks,1993,0.5777777777777778,0.1111111111111111,0,1,9
207,Tom Flores,7,Seattle Seahawks,1994,0.54,0.1,0,1,10
208,Bobby Ross,7,Detroit Lions,1997,0.5538461538461539,0.13846153846153847,0,1.8,13
208,Bobby Ross,7,Detroit Lions,1998,0.5571428571428572,0.15714285714285714,0,2.2,14
208,Bobby Ross,7,Detroit Lions,1999,0.5714285714285714,0.17142857142857143,0,2.4,14
208,Bobby Ross,7,Detroit Lions,2000,0.5428571428571429,0.14285714285714285,0,2,14
208,Bobby Ross,7,Los Angeles Chargers,1992,0.7200000000000001,0.22,0.2,2.2,10
208,Bobby Ross,7,Los Angeles Chargers,1993,0.7200000000000001,0.22,0.2,2.2,10
208,Bobby Ross,7,Los Angeles Chargers,1994,0.6,0.18461538461538463,0,2.4,13
208,Bobby Ross,7,Los Angeles Chargers,1995,0.5692307692307692,0.15384615384615385,0,2,13
208,Bobby Ross,7,Los Angeles Chargers,1996,0.6,0.16666666666666669,0,2,12
221,Art Shell,7,Las Vegas Raiders,1990,0.5800000000000001,0.2,0,2,10
221,Art Shell,7,Las Vegas Raiders,1991,0.64,0.26,0.2,2.6,10
221,Art Shell,7,Las Vegas Raiders,1992,0.64,0.26,0.2,2.6,10
221,Art Shell,7,Las Vegas Raiders,1993,0.5777777777777778,0.19999999999999998,0,1.7999999999999998,9
221,Art Shell,7,Las Vegas Raiders,1994,0.6222222222222222,0.26666666666666666,0,2.4,9
226,Terry Robiskie,13,Cleveland Browns,2004,0.775,0.275,0.3,2.2,8
227,Mike White,7,Las Vegas Raiders,1995,0.5,0.09999999999999999,0,1,10
229,Gunther Cunningham,7,Kansas City Chiefs,1999,0.5666666666666667,0.13333333333333333,0,1.6,12
229,Gunther Cunningham,7,Kansas City Chiefs,2000,0.6000000000000001,0.16923076923076924,0,2.2,13
232,Richard Williamson,14,Tampa Bay Buccaneers,1991,0.48000000000000004,0.04,0,0.4,10
235,John Mackovic,7,Kansas City Chiefs,1983,0.7000000000000001,0.3,0.4,3,10
235,John Mackovic,7,Kansas City Chiefs,1984,0.7000000000000001,0.28,0.30000000000000004,2.8000000000000003,10
235,John Mackovic,7,Kansas City Chiefs,1985,0.66,0.26,0.30000000000000004,2.6,10
235,John Mackovic,7,Kansas City Chiefs,1986,0.6444444444444445,0.24444444444444446,0.2,2.2,9
246,Kevin Gilbride,2,Los Angeles Chargers,1997,0.4363636363636364,0,0,0,11
246,Kevin Gilbride,2,Los Angeles Chargers,1998,0.4363636363636364,0,0,0,11
247,Al Saunders,7,Los Angeles Chargers,1987,0.6666666666666667,0.2,0,1.8,9
247,Al Saunders,7,Los Angeles Chargers,1988,0.675,0.175,0,1.4,8
251,Joe Bugel,7,Arizona Cardinals,1990,0.675,0.2,0,1.6,8
251,Joe Bugel,7,Arizona Cardinals,1991,0.6888888888888889,0.22222222222222224,0,2,9
251,Joe Bugel,7,Arizona Cardinals,1992,0.7777777777777778,0.3111111111111111,0.4,2.8000000000000003,9
251,Joe Bugel,7,Arizona Cardinals,1993,0.74,0.28,0.4,2.8000000000000003,10
251,Joe Bugel,7,Las Vegas Raiders,1997,0.4727272727272728,0.07272727272727274,0,0.8,11
252,June Jones,7,Atlanta Falcons,1994,0.44,0.019999999999999997,0,0.19999999999999996,10
252,June Jones,7,Atlanta Falcons,1996,0.4,0.024999999999999994,0,0.19999999999999996,8
263,Dan Henning,7,Atlanta Falcons,1983,0.55,0.1,0,0.8,8
263,Dan Henning,7,Atlanta Falcons,1984,0.55,0.1,0,0.8,8
263,Dan Henning,7,Atlanta Falcons,1985,0.5111111111111112,0.08888888888888889,0,0.8,9
263,Dan Henning,7,Atlanta Falcons,1986,0.6,0.17777777777777778,0,1.6,9
263,Dan Henning,7,Los Angeles Chargers,1989,0.68,0.22,0.1,2.2,10
263,Dan Henning,7,Los Angeles Chargers,1990,0.6727272727272727,0.23636363636363636,0,2.6,11
263,Dan Henning,7,Los Angeles Chargers,1991,0.6181818181818182,0.14545454545454548,0,1.6,11
264,Jack Pardee,2,Tennessee Titans,1990,0.6888888888888889,0.2222222222222222,0,2,9
264,Jack Pardee,2,Tennessee Titans,1991,0.6888888888888889,0.2222222222222222,0,2,9
264,Jack Pardee,2,Tennessee Titans,1992,0.7000000000000001,0.24,0.09999999999999998,2.4,10
264,Jack Pardee,2,Tennessee Titans,1993,0.6222222222222222,0.15555555555555556,0,1.4,9
264,Jack Pardee,2,Tennessee Titans,1994,0.6222222222222222,0.15555555555555556,0,1.4,9
264,Jack Pardee,2,Washington Commanders,1980,0.55,0.075,0,0.6,8
266,Joe Gibbs,7,Washington Commanders,1981,0.7000000000000001,0.16666666666666666,0.09999999999999998,1,6
266,Joe Gibbs,7,Washington Commanders,1982,0.8,0.28,0.4,1.4,5
266,Joe Gibbs,7,Washington Commanders,1985,0.6571428571428571,0.14285714285714285,0,1,7
266,Joe Gibbs,7,Washington Commanders,1987,0.6888888888888889,0.17777777777777778,0,1.6,9
266,Joe Gibbs,7,Washington Commanders,1991,0.65,0.25,0.2,2,8
266,Joe Gibbs,7,Washington Commanders,2004,0.49230769230769234,0.09230769230769231,0,1.2000000000000002,13
266,Joe Gibbs,7,Washington Commanders,2005,0.5428571428571429,0.15714285714285717,0,2.2,14
266,Joe Gibbs,7,Washington Commanders,2006,0.52,0.08,0,0.8,10
273,Marty Schottenheimer,7,Cleveland Browns,1985,0.6000000000000001,0.1,0,0.8,8
273,Marty Schottenheimer,7,Cleveland Browns,1986,0.5750000000000001,0.075,0,0.6,8
273,Marty Schottenheimer,7,Cleveland Browns,1987,0.6,0.13333333333333333,0,1.2,9
273,Marty Schottenheimer,7,Cleveland Browns,1988,0.6,0.17777777777777778,0,1.6,9
273,Marty Schottenheimer,7,Kansas City Chiefs,1989,0.6666666666666667,0.19999999999999998,0,1.7999999999999998,9
273,Marty Schottenheimer,7,Kansas City Chiefs,1990,0.6666666666666667,0.19999999999999998,0,1.7999999999999998,9
273,Marty Schottenheimer,7,Kansas City Chiefs,1991,0.6666666666666667,0.19999999999999998,0,1.7999999999999998,9
273,Marty Schottenheimer,7,Kansas City Chiefs,1992,0.6888888888888889,0.2222222222222222,0,2,9
273,Marty Schottenheimer,7,Kansas City Chiefs,1993,0.7090909090909091,0.29090909090909095,0.4,3.2,11
273,Marty Schottenheimer,7,Kansas City Chiefs,1994,0.7090909090909091,0.29090909090909095,0.4,3.2,11
273,Marty Schottenheimer,7,Kansas City Chiefs,1995,0.676923076923077,0.27692307692307694,0.2,3.6,13
273,Marty Schottenheimer,7,Kansas City Chiefs,1996,0.65,0.23333333333333334,0.2,2.8,12
273,Marty Schottenheimer,7,Kansas City Chiefs,1997,0.6333333333333333,0.23333333333333334,0.2,2.8,12
273,Marty Schottenheimer,7,Kansas City Chiefs,1998,0.6307692307692307,0.23076923076923078,0.19999999999999996,3,13
273,Marty Schottenheimer,7,Los Angeles Chargers,2002,0.7000000000000001,0.26666666666666666,0.3,3.2,12
273,Marty Schottenheimer,7,Los Angeles Chargers,2003,0.7000000000000001,0.26666666666666666,0.3,3.2,12
273,Marty Schottenheimer,7,Los Angeles Chargers,2004,0.7166666666666667,0.2833333333333333,0.3,3.4000000000000004,12
273,Marty Schottenheimer,7,Los Angeles Chargers,2005,0.7076923076923077,0.27692307692307694,0.19999999999999996,3.6,13
273,Marty Schottenheimer,7,Washington Commanders,2001,0.7076923076923077,0.2923076923076923,0.4,3.8000000000000003,13
278,Brian Schottenheimer,5,Dallas Cowboys,2025,0.43000000000000005,0,0,0,20
288,Dick Vermeil,7,Kansas City Chiefs,2001,0.5384615384615385,0.1076923076923077,0,1.4000000000000001,13
288,Dick Vermeil,7,Kansas City Chiefs,2002,0.5571428571428572,0.14285714285714288,0,2,14
288,Dick Vermeil,7,Kansas City Chiefs,2003,0.5571428571428572,0.14285714285714288,0,2,14
288,Dick Vermeil,7,Kansas City Chiefs,2004,0.5692307692307692,0.13846153846153847,0,1.8000000000000003,13
288,Dick Vermeil,7,Kansas City Chiefs,2005,0.5692307692307692,0.13846153846153847,0,1.8000000000000003,13
288,Dick Vermeil,7,Los Angeles Rams,1999,0.5538461538461539,0.09230769230769231,0,1.2,13
288,Dick Vermeil,7,Philadelphia Eagles,1980,0.5777777777777778,0.13333333333333333,0,1.2,9
288,Dick Vermeil,7,Philadelphia Eagles,1981,0.65,0.2,0.19999999999999996,1.6,8
288,Dick Vermeil,7,Philadelphia Eagles,1982,0.5555555555555556,0.1111111111111111,0,1,9
289,Herman Edwards,7,Kansas City Chiefs,2006,0.48571428571428577,0.04285714285714286,0,0.6000000000000001,15
289,Herman Edwards,7,Kansas City Chiefs,2008,0.5066666666666667,0.10666666666666667,0,1.6,15
289,Herman Edwards,7,New York Jets,2001,0.5333333333333333,0.1,0,1.2000000000000002,12
289,Herman Edwards,7,New York Jets,2002,0.5692307692307692,0.15384615384615385,0,2,13
289,Herman Edwards,7,New York Jets,2003,0.6666666666666667,0.25,0.2,3,12
289,Herman Edwards,7,New York Jets,2004,0.6153846153846154,0.16923076923076924,0,2.2,13
289,Herman Edwards,7,New York Jets,2005,0.6,0.16923076923076924,0,2.2,13
305,Jim Hanifan,3,Arizona Cardinals,1980,0.48571428571428577,0.05714285714285715,0,0.4,7
305,Jim Hanifan,3,Arizona Cardinals,1981,0.525,0.1,0,0.8,8
305,Jim Hanifan,3,Arizona Cardinals,1982,0.5428571428571429,0.1142857142857143,0,0.8,7
305,Jim Hanifan,3,Arizona Cardinals,1983,0.625,0.175,0.09999999999999998,1.4,8
305,Jim Hanifan,3,Arizona Cardinals,1984,0.625,0.175,0.09999999999999998,1.4,8
305,Jim Hanifan,3,Arizona Cardinals,1985,0.5,0.075,0,0.6,8
308,Mike Martz,7,Los Angeles Rams,2000,0.55,0.11666666666666668,0,1.4000000000000001,12
308,Mike Martz,7,Los Angeles Rams,2001,0.5833333333333334,0.15,0.09999999999999998,1.8,12
311,Don Shula,8,Miami Dolphins,1980,0.52,0.12,0,0.6,5
311,Don Shula,8,Miami Dolphins,1981,0.4571428571428572,0,0,0,7
311,Don Shula,8,Miami Dolphins,1982,0.4,0,0,0,5
311,Don Shula,8,Miami Dolphins,1983,0.4666666666666667,0.10000000000000002,0,0.6000000000000001,6
311,Don Shula,8,Miami Dolphins,1984,0.4666666666666667,0.10000000000000002,0,0.6000000000000001,6
311,Don Shula,8,Miami Dolphins,1985,0.4571428571428572,0,0,0,7
311,Don Shula,8,Miami Dolphins,1986,0.42500000000000004,0.049999999999999996,0,0.39999999999999997,8
311,Don Shula,8,Miami Dolphins,1987,0.42500000000000004,0.049999999999999996,0,0.39999999999999997,8
311,Don Shula,8,Miami Dolphins,1988,0.4222222222222222,0.04444444444444444,0,0.39999999999999997,9
311,Don Shula,8,Miami Dolphins,1989,0.5,0.14,0.09999999999999998,1.4,10
311,Don Shula,8,Miami Dolphins,1990,0.48888888888888893,0.13333333333333333,0,1.2000000000000002,9
311,Don Shula,8,Miami Dolphins,1991,0.5,0.125,0,1,8
311,Don Shula,8,Miami Dolphins,1992,0.52,0.16,0,1.6,10
311,Don Shula,8,Miami Dolphins,1993,0.46,0.1,0,1,10
311,Don Shula,8,Miami Dolphins,1994,0.48000000000000004,0.12000000000000001,0,1.2000000000000002,10
330,Marc Trestman,12,Chicago Bears,2013,0.6142857142857143,0.17142857142857143,0,2.4000000000000004,14
330,Marc Trestman,12,Chicago Bears,2014,0.6714285714285715,0.2285714285714286,0.30000000000000004,3.2,14
331,Jerry Burns,7,Minnesota Vikings,1986,0.75,0.25,0.2,2,8
331,Jerry Burns,7,Minnesota Vikings,1987,0.6444444444444445,0.15555555555555556,0,1.4,9
331,Jerry Burns,7,Minnesota Vikings,1988,0.6444444444444445,0.17777777777777778,0,1.6,9
331,Jerry Burns,7,Minnesota Vikings,1989,0.6444444444444445,0.1111111111111111,0,1,9
331,Jerry Burns,7,Minnesota Vikings,1990,0.6,0.08888888888888889,0,0.8,9
331,Jerry Burns,7,Minnesota Vikings,1991,0.6,0.06666666666666667,0,0.6,9
332,Bud Grant,7,Minnesota Vikings,1985,0.725,0.22499999999999998,0.09999999999999998,1.7999999999999998,8
339,Ray Malavasi,7,Los Angeles Rams,1980,0.6285714285714286,0.11428571428571428,0,0.7999999999999999,7
339,Ray Malavasi,7,Los Angeles Rams,1981,0.6857142857142857,0.17142857142857143,0.19999999999999996,1.2,7
339,Ray Malavasi,7,Los Angeles Rams,1982,0.675,0.175,0.09999999999999998,1.4,8
341,Rich Brooks,7,Los Angeles Rams,1995,0.5272727272727273,0.09090909090909091,0,1,11
341,Rich Brooks,7,Los Angeles Rams,1996,0.6,0.1111111111111111,0,1,9
348,Lovie Smith,4,Chicago Bears,2005,0.5866666666666667,0.14666666666666667,0,2.2,15
348,Lovie Smith,4,Chicago Bears,2006,0.6,0.18571428571428572,0.19999999999999998,2.6,14
348,Lovie Smith,4,Chicago Bears,2007,0.6,0.18461538461538463,0,2.4000000000000004,13
348,Lovie Smith,4,Chicago Bears,2008,0.6142857142857143,0.2,0,2.8000000000000003,14
348,Lovie Smith,4,Chicago Bears,2009,0.6428571428571429,0.2142857142857143,0.1,3.0000000000000004,14
348,Lovie Smith,4,Chicago Bears,2010,0.6142857142857143,0.17142857142857143,0.1,2.4000000000000004,14
348,Lovie Smith,4,Chicago Bears,2011,0.5857142857142857,0.14285714285714288,0,2,14
348,Lovie Smith,4,Chicago Bears,2012,0.5571428571428572,0.1142857142857143,0,1.6,14
348,Lovie Smith,4,Houston Texans,2022,0.41250000000000003,0,0,0,16
348,Lovie Smith,4,Tampa Bay Buccaneers,2014,0.49411764705882355,0.07058823529411765,0,1.2000000000000002,17
348,Lovie Smith,4,Tampa Bay Buccaneers,2015,0.5176470588235295,0.09411764705882353,0,1.6,17
352,Chuck Knox,15,Buffalo Bills,1980,0.6,0.08571428571428572,0,0.6,7
352,Chuck Knox,15,Buffalo Bills,1981,0.7142857142857143,0.2,0,1.4,7
352,Chuck Knox,15,Buffalo Bills,1982,0.7142857142857143,0.2,0,1.4,7
352,Chuck Knox,15,Los Angeles Rams,1992,0.6,0.14545454545454548,0,1.6,11
352,Chuck Knox,15,Los Angeles Rams,1993,0.5666666666666667,0.13333333333333333,0,1.6,12
352,Chuck Knox,15,Los Angeles Rams,1994,0.5090909090909091,0.07272727272727272,0,0.8,11
352,Chuck Knox,15,Seattle Seahawks,1983,0.75,0.25,0.4,2,8
352,Chuck Knox,15,Seattle Seahawks,1984,0.75,0.25,0.4,2,8
352,Chuck Knox,15,Seattle Seahawks,1985,0.7111111111111111,0.22222222222222224,0.4,2,9
352,Chuck Knox,15,Seattle Seahawks,1986,0.7000000000000001,0.2,0.2,1.6,8
352,Chuck Knox,15,Seattle Seahawks,1987,0.6888888888888889,0.2,0.19999999999999996,1.8,9
352,Chuck Knox,15,Seattle Seahawks,1988,0.6888888888888889,0.2,0.19999999999999996,1.8,9
352,Chuck Knox,15,Seattle Seahawks,1989,0.6444444444444445,0.15555555555555556,0,1.4,9
352,Chuck Knox,15,Seattle Seahawks,1990,0.62,0.16,0.09999999999999998,1.6,10
352,Chuck Knox,15,Seattle Seahawks,1991,0.62,0.16,0.09999999999999998,1.6,10
360,Ken Whisenhunt,13,Arizona Cardinals,2007,0.6461538461538462,0.2153846153846154,0.2,2.8,13
360,Ken Whisenhunt,13,Arizona Cardinals,2009,0.6,0.1285714285714286,0,1.8,14
360,Ken Whisenhunt,13,Arizona Cardinals,2010,0.5384615384615384,0.07692307692307693,0,1,13
360,Ken Whisenhunt,13,Arizona Cardinals,2011,0.5692307692307692,0.1076923076923077,0,1.4,13
360,Ken Whisenhunt,13,Arizona Cardinals,2012,0.6153846153846154,0.15384615384615385,0,2,13
360,Ken Whisenhunt,13,Tennessee Titans,2015,0.56,0.13333333333333333,0,2,16
363,David Culley,17,Houston Texans,2021,0.5529411764705883,0.12941176470588237,0,2.2,17
364,Chan Gailey,9,Buffalo Bills,2010,0.5285714285714286,0.08571428571428573,0,1.2000000000000002,14
364,Chan Gailey,9,Buffalo Bills,2011,0.5571428571428572,0.1142857142857143,0,1.6,14
364,Chan Gailey,9,Buffalo Bills,2012,0.5,0.0625,0,1,16
365,Bill Cowher,13,Pittsburgh Steelers,1992,0.6,0.13999999999999999,0,1.4,10
365,Bill Cowher,13,Pittsburgh Steelers,1993,0.6,0.13999999999999999,0,1.4,10
365,Bill Cowher,13,Pittsburgh Steelers,1994,0.66,0.19999999999999998,0,2,10
365,Bill Cowher,13,Pittsburgh Steelers,1995,0.6,0.16363636363636364,0,1.7999999999999998,11
365,Bill Cowher,13,Pittsburgh Steelers,1996,0.6181818181818182,0.1818181818181818,0,2,11
365,Bill Cowher,13,Pittsburgh Steelers,1997,0.66,0.19999999999999998,0.09999999999999998,2,10
365,Bill Cowher,13,Pittsburgh Steelers,1998,0.64,0.18,0,1.7999999999999998,10
365,Bill Cowher,13,Pittsburgh Steelers,1999,0.62,0.16,0,1.6,10
365,Bill Cowher,13,Pittsburgh Steelers,2000,0.5454545454545455,0.09090909090909091,0,1,11
365,Bill Cowher,13,Pittsburgh Steelers,2001,0.6,0.18461538461538463,0,2.4,13
365,Bill Cowher,13,Pittsburgh Steelers,2002,0.6,0.18461538461538463,0,2.4,13
365,Bill Cowher,13,Pittsburgh Steelers,2003,0.6307692307692307,0.2153846153846154,0.19999999999999996,2.8000000000000003,13
365,Bill Cowher,13,Pittsburgh Steelers,2004,0.5857142857142857,0.17142857142857143,0.09999999999999998,2.4,14
365,Bill Cowher,13,Pittsburgh Steelers,2005,0.5857142857142857,0.17142857142857143,0.09999999999999998,2.4,14
365,Bill Cowher,13,Pittsburgh Steelers,2006,0.56,0.16,0,2.4,15
366,Mike Mularkey,13,Buffalo Bills,2005,0.5636363636363637,0.1090909090909091,0,1.2000000000000002,11
366,Mike Mularkey,13,Jacksonville Jaguars,2012,0.5375,0.11250000000000002,0,1.8000000000000003,16
366,Mike Mularkey,13,Tennessee Titans,2015,0.5285714285714286,0.1,0,1.4,15
366,Mike Mularkey,13,Tennessee Titans,2016,0.5125000000000001,0.075,0,1.2,16
366,Mike Mularkey,13,Tennessee Titans,2017,0.49333333333333335,0.04,0,0.6,15
370,Dick LeBeau,13,Cincinnati Bengals,2001,0.5666666666666667,0.13333333333333336,0,1.6,12
370,Dick LeBeau,13,Cincinnati Bengals,2002,0.5333333333333333,0.1,0,1.2000000000000002,12
371,Ray Rhodes,3,Green Bay Packers,1999,0.5857142857142857,0.15714285714285714,0,2.2,14
371,Ray Rhodes,3,Philadelphia Eagles,1995,0.68,0.24000000000000002,0.19999999999999998,2.4,10
371,Ray Rhodes,3,Philadelphia Eagles,1996,0.68,0.24000000000000002,0.19999999999999998,2.4,10
371,Ray Rhodes,3,Philadelphia Eagles,1997,0.7000000000000001,0.26666666666666666,0.19999999999999998,3.2,12
371,Ray Rhodes,3,Philadelphia Eagles,1998,0.6461538461538462,0.18461538461538463,0,2.4,13
374,George Seifert,3,Carolina Panthers,1999,0.6,0.15384615384615385,0,2,13
374,George Seifert,3,Carolina Panthers,2000,0.6,0.16666666666666669,0,2,12
374,George Seifert,3,Carolina Panthers,2001,0.6153846153846154,0.16923076923076924,0,2.2,13
374,George Seifert,3,San Francisco 49ers,1989,0.64,0.16,0,1.6,10
374,George Seifert,3,San Francisco 49ers,1990,0.65,0.2,0,2.4,12
374,George Seifert,3,San Francisco 49ers,1991,0.68,0.2,0.09999999999999998,2,10
374,George Seifert,3,San Francisco 49ers,1992,0.6545454545454545,0.18181818181818182,0,2,11
374,George Seifert,3,San Francisco 49ers,1993,0.6545454545454545,0.18181818181818182,0,2,11
374,George Seifert,3,San Francisco 49ers,1994,0.6363636363636364,0.18181818181818182,0.19999999999999996,2,11
374,George Seifert,3,San Francisco 49ers,1995,0.6222222222222222,0.13333333333333333,0,1.2,9
374,George Seifert,3,San Francisco 49ers,1996,0.6307692307692307,0.2153846153846154,0.19999999999999996,2.8000000000000003,13
378,Bill Walsh,3,San Francisco 49ers,1980,0.7333333333333334,0.28888888888888886,0.4,2.6,9
378,Bill Walsh,3,San Francisco 49ers,1981,0.7000000000000001,0.26,0.2,2.6,10
378,Bill Walsh,3,San Francisco 49ers,1982,0.7333333333333334,0.28888888888888886,0.4,2.6,9
378,Bill Walsh,3,San Francisco 49ers,1983,0.6666666666666667,0.24444444444444444,0.19999999999999996,2.2,9
378,Bill Walsh,3,San Francisco 49ers,1984,0.6666666666666667,0.24444444444444444,0.19999999999999996,2.2,9
378,Bill Walsh,3,San Francisco 49ers,1985,0.6666666666666667,0.24444444444444444,0.19999999999999996,2.2,9
378,Bill Walsh,3,San Francisco 49ers,1986,0.72,0.3,0.3,3,10
378,Bill Walsh,3,San Francisco 49ers,1987,0.7555555555555555,0.3333333333333333,0.4,3,9
378,Bill Walsh,3,San Francisco 49ers,1988,0.7555555555555555,0.28888888888888886,0.19999999999999996,2.5999999999999996,9
382,Sam Wyche,16,Cincinnati Bengals,1984,0.6,0.09999999999999999,0,0.7999999999999999,8
382,Sam Wyche,16,Cincinnati Bengals,1985,0.5714285714285714,0.05714285714285713,0,0.3999999999999999,7
382,Sam Wyche,16,Cincinnati Bengals,1987,0.5714285714285714,0.05714285714285713,0,0.3999999999999999,7
382,Sam Wyche,16,Cincinnati Bengals,1989,0.5714285714285714,0.05714285714285713,0,0.3999999999999999,7
382,Sam Wyche,16,Cincinnati Bengals,1990,0.55,0.09999999999999999,0,0.7999999999999999,8
382,Sam Wyche,16,Cincinnati Bengals,1991,0.625,0.175,0.09999999999999998,1.4,8
382,Sam Wyche,16,Tampa Bay Buccaneers,1992,0.48888888888888893,0.06666666666666667,0,0.6000000000000001,9
382,Sam Wyche,16,Tampa Bay Buccaneers,1993,0.48888888888888893,0.06666666666666667,0,0.6000000000000001,9
382,Sam Wyche,16,Tampa Bay Buccaneers,1994,0.6666666666666667,0.24444444444444446,0,2.2,9
382,Sam Wyche,16,Tampa Bay Buccaneers,1995,0.7111111111111111,0.26666666666666666,0.4,2.4,9
386,Chuck Noll,7,Pittsburgh Steelers,1980,0.56,0.08,0,0.4,5
386,Chuck Noll,7,Pittsburgh Steelers,1981,0.6333333333333333,0.2,0,1.2000000000000002,6
386,Chuck Noll,7,Pittsburgh Steelers,1982,0.68,0.2,0,1,5
386,Chuck Noll,7,Pittsburgh Steelers,1983,0.6333333333333333,0.09999999999999999,0,0.6,6
386,Chuck Noll,7,Pittsburgh Steelers,1984,0.5750000000000001,0.075,0,0.6,8
386,Chuck Noll,7,Pittsburgh Steelers,1985,0.625,0.125,0,1,8
386,Chuck Noll,7,Pittsburgh Steelers,1986,0.5750000000000001,0.075,0,0.6,8
386,Chuck Noll,7,Pittsburgh Steelers,1987,0.6,0.08571428571428572,0,0.6,7
386,Chuck Noll,7,Pittsburgh Steelers,1988,0.52,0.08,0,0.8,10
386,Chuck Noll,7,Pittsburgh Steelers,1989,0.65,0.15,0,1.2,8
386,Chuck Noll,7,Pittsburgh Steelers,1990,0.5555555555555556,0.06666666666666667,0,0.6,9
386,Chuck Noll,7,Pittsburgh Steelers,1991,0.5555555555555556,0.06666666666666667,0,0.6,9
388,Tony Dungy,9,Indianapolis Colts,2002,0.65,0.21666666666666667,0.2,2.6,12
388,Tony Dungy,9,Indianapolis Colts,2007,0.5571428571428572,0.15714285714285714,0,2.2,14
388,Tony Dungy,9,Indianapolis Colts,2008,0.5846153846153846,0.16923076923076924,0,2.2,13
388,Tony Dungy,9,Tampa Bay Buccaneers,1996,0.7090909090909091,0.2727272727272727,0.39999999999999997,3,11
388,Tony Dungy,9,Tampa Bay Buccaneers,1997,0.7272727272727273,0.2909090909090909,0.39999999999999997,3.2,11
388,Tony Dungy,9,Tampa Bay Buccaneers,1998,0.7272727272727273,0.2909090909090909,0.39999999999999997,3.2,11
388,Tony Dungy,9,Tampa Bay Buccaneers,1999,0.6833333333333333,0.25,0.19999999999999998,3,12
388,Tony Dungy,9,Tampa Bay Buccaneers,2000,0.6833333333333333,0.25,0.19999999999999998,3,12
388,Tony Dungy,9,Tampa Bay Buccaneers,2001,0.7333333333333334,0.3,0.4,3.6,12
399,Mike Tomlin,13,Pittsburgh Steelers,2007,0.5375,0.1625,0,2.6,16
399,Mike Tomlin,13,Pittsburgh Steelers,2008,0.5375,0.1625,0,2.6,16
399,Mike Tomlin,13,Pittsburgh Steelers,2009,0.56,0.17333333333333334,0,2.6,15
